decision,time,solved,pendingOrders,stationsWithCap,podsInModel,Ra,R,Pb,Pa,xps,yos,yaos,yrp,sumUs,dops,objective,solveSec
296,3204.57777777391,1,44,1,90,0,4,4,85,4,7,1,0,0,0,-280,0.0040002
297,3207.42222221834,1,40,1,90,0,4,4,85,4,4,1,0,0,0,-160,0.0030028
298,3214.66666666275,1,44,1,89,2,5,3,86,5,11,1,2,0,2,-373,0.0683965
299,3217.51111110719,1,40,1,88,0,4,4,84,4,3,1,0,0,0,-120,0.0048806
300,3237.64444444043,1,41,1,90,1,4,3,87,4,6,1,1,0,1,-209,0.0229656
301,3257.77777777368,1,40,1,90,1,4,3,87,4,5,1,1,0,1,-178,0.0209684
302,3266.17777777364,1,43,1,92,1,5,4,88,5,12,1,1,0,1,-438,0.0331956
303,3286.31111110689,1,44,1,93,1,6,5,88,6,14,1,1,0,1,-532,0.0335565
304,3287.95555555133,1,41,1,91,0,4,4,87,4,4,1,0,0,0,-160,0.00391
305,3296.39999999574,1,46,1,94,0,6,6,88,6,12,1,0,0,0,-480,0.0035111
306,3306.48888888458,1,44,1,92,0,5,5,87,5,10,1,0,0,0,-400,0.0029979
307,3308.08888888457,1,43,1,91,0,4,4,87,4,3,1,0,0,0,-120,0.0041221
308,3316.57777777343,1,42,1,91,1,6,5,86,6,12,1,1,0,1,-450,0.0259696
309,3328.22222221782,1,41,1,89,1,4,3,86,4,6,1,1,0,1,-217,0.0219942
310,3338.31111110667,1,43,1,88,1,5,4,84,5,8,1,1,0,1,-296,0.026121
311,3386.93333332868,1,42,1,90,2,5,3,87,5,15,1,2,0,2,-547,0.061427
312,3397.02222221752,1,43,1,92,1,6,5,87,6,15,1,1,0,1,-582,0.0245763
313,3398.62222221752,1,46,1,90,0,4,4,86,4,9,1,0,0,0,-360,0.0036926
314,3417.15555555077,1,44,1,92,0,5,5,87,5,10,1,0,0,0,-400,0.0029825
315,3418.75555555076,1,46,1,91,0,4,4,87,4,8,1,0,0,0,-320,0.0040014
316,3427.24444443961,1,43,1,92,1,6,5,87,6,13,1,1,0,1,-505,0.0285287
317,3428.84444443961,1,45,1,90,0,4,4,86,4,7,1,0,0,0,-280,0.0043105
318,3447.37777777286,1,43,1,92,0,5,5,87,5,9,1,0,0,0,-360,0.0037256
319,3457.46666666171,1,42,1,92,1,5,4,88,5,9,1,1,0,1,-340,0.023003
320,3459.02222221725,1,45,1,90,0,3,3,87,3,5,1,0,0,0,-200,0.0029947
321,3479.1555555505,1,46,1,92,2,5,3,89,5,11,1,2,0,2,-386,0.0554518
322,3497.68888888375,1,41,1,91,0,4,4,87,4,4,1,0,0,0,-160,0.0030266
323,3499.28888888375,1,45,1,92,0,5,5,87,5,10,1,0,0,0,-400,0.0028623
324,3527.8666666614,1,42,1,93,1,5,4,89,5,7,1,1,0,1,-253,0.0170071
325,3537.95555555025,1,42,1,92,0,4,4,88,4,7,1,0,0,0,-280,0.0029698
326,3548.04444443909,1,42,1,93,1,5,4,89,5,8,1,1,0,1,-290,0.0189748
327,3568.17777777234,1,43,1,93,1,5,4,89,5,9,1,1,0,1,-321,0.0211039
328,3569.644444439,1,45,1,92,0,4,4,88,4,7,1,0,0,0,-280,0.003543
329,3588.31111110559,1,44,1,93,1,6,5,88,6,10,1,1,0,1,-383,0.0235524
330,3609.86666666105,1,47,1,92,1,5,4,88,5,8,1,1,0,1,-299,0.0233548
331,3618.48888888323,1,45,1,92,0,5,5,87,5,8,1,0,0,0,-320,0.0048362
332,3619.95555554989,1,46,1,92,0,5,5,87,5,7,1,0,0,0,-280,0.0051208
333,3638.62222221648,1,43,1,93,1,5,4,89,5,8,1,1,0,1,-285,0.0199755
334,3640.08888888314,1,45,1,92,0,4,4,88,4,4,1,0,0,0,-160,0.0029682
335,3648.71111110532,1,42,1,95,1,6,5,90,6,9,1,1,0,1,-343,0.0214336
336,3680.31111110519,1,42,1,92,1,4,3,89,4,3,1,1,0,1,-105,0.0164816
337,3690.39999999403,1,41,1,93,0,4,4,89,4,2,1,0,0,0,-80,0.0052812
338,3709.02222221617,1,43,1,95,2,7,5,90,7,12,1,2,0,2,-406,0.0633893
339,3710.53333332728,1,38,1,91,0,3,3,88,3,1,1,0,0,0,-40,0.003004
340,3720.62222221612,1,42,1,92,0,3,3,89,3,0,0,0,1,0,1000,0.0029539
341,3720.97777777168,1,42,1,92,0,3,3,89,3,0,0,0,1,0,1000,0.0029692
342,3724.711111105,1,42,1,92,0,3,3,89,3,0,0,0,1,0,1000,0.0030538
343,3732.48888888274,1,43,1,92,0,3,3,89,3,0,0,0,1,0,1000,0.003969
344,3740.75555554937,1,43,1,92,1,4,3,89,4,2,2,1,0,1,-60,0.0141965
345,3759.28888888262,1,43,1,95,1,6,5,90,6,7,1,1,0,1,-262,0.0199695
346,3760.88888888262,1,43,1,92,0,3,3,89,3,0,0,0,1,0,1000,0.0029126
347,3767.06666666037,1,44,1,91,0,2,2,89,2,1,1,0,0,0,-40,0.0029687
348,3780.39999999364,1,45,1,97,2,8,6,91,8,11,1,2,0,2,-376,0.0522789
349,3781.02222221586,1,45,1,91,0,2,2,89,2,0,0,0,1,0,1000,0.0029707
350,3790.08888888249,1,46,1,91,0,2,2,89,2,0,0,0,1,0,1000,0.0029659
351,3790.48888888249,1,48,2,98,0,9,9,89,9,9,1,0,1,0,640,0.0039901
352,3791.11111110471,1,45,1,89,0,2,2,87,2,0,0,0,2,0,2000,0.0040115
353,3801.19999999355,1,45,1,90,1,2,1,89,2,3,3,1,0,1,-104,0.0170274
354,3820.66666666014,1,43,1,95,1,8,7,88,8,11,1,1,0,1,-421,0.0219998
355,3821.3333333268,1,43,1,89,0,2,2,87,2,0,0,0,1,0,1000,0.002971
356,3824.66666666012,1,42,1,88,0,2,2,86,2,0,0,0,1,0,1000,0.0028455
357,3831.42222221565,1,42,1,88,0,2,2,86,2,0,0,0,2,0,2000,0.0040018
358,3831.64444443787,1,42,1,88,0,2,2,86,2,0,0,0,2,0,2000,0.0028991
359,3836.17777777118,1,43,1,88,0,2,2,86,2,0,0,0,2,0,2000,0.0029705
360,3841.51111110449,1,43,1,88,0,2,2,86,2,0,0,0,3,0,3000,0.0034328
361,3841.68888888227,1,43,1,88,0,2,2,86,2,0,0,0,3,0,3000,0.003741
362,3847.68888888224,1,41,1,87,0,1,1,86,1,0,0,0,3,0,3000,0.0024805
363,3851.42222221556,1,41,1,87,0,1,1,86,1,0,0,0,3,0,3000,0.003957
364,3859.24444443775,1,41,1,87,1,2,1,86,2,3,3,1,0,1,-83,0.0180159
365,3880.97777777099,1,40,1,93,1,7,6,87,7,9,1,1,0,1,-344,0.016899
366,3881.73333332654,1,37,1,88,0,2,2,86,2,0,0,0,1,0,1000,0.0029987
367,3882.26666665987,1,38,1,88,0,2,2,86,2,0,0,0,1,0,1000,0.002974
368,3890.5333333265,1,40,1,89,1,3,2,87,3,3,1,1,0,1,-98,0.0149998
369,3891.82222221538,1,39,1,89,0,3,3,86,3,2,1,0,0,0,-80,0.0030004
370,3901.91111110423,1,39,1,88,0,3,3,85,3,2,1,0,0,0,-80,0.0029652
371,3911.15555554863,1,41,1,92,1,7,6,86,7,8,1,1,0,1,-299,0.0180437
372,3942.13333332628,1,45,1,90,2,4,2,88,3,4,1,1,0,2,-113,0.2936047
373,3951.37777777068,1,46,1,94,1,7,6,88,7,9,1,1,0,1,-343,0.0221373
374,3962.26666665953,1,44,1,90,0,3,3,87,3,2,1,0,0,0,-80,0.0040026
375,3972.35555554837,1,44,1,89,1,3,2,87,3,3,1,1,0,1,-99,0.0210028
376,3992.48888888162,1,45,1,89,1,4,3,86,4,4,1,1,0,1,-141,0.0235277
377,4001.64444443713,1,44,1,91,1,6,5,86,6,8,1,1,0,1,-297,0.0209979
378,4012.62222221486,1,44,1,87,0,4,4,83,4,2,1,0,0,0,-80,0.0040009
379,4021.77777777038,1,44,1,89,0,5,5,84,5,5,1,0,0,0,-200,0.0029991
380,4022.71111110371,1,43,1,88,0,4,4,84,4,1,1,0,0,0,-40,0.0040034
381,4031.86666665922,1,42,1,90,1,6,5,85,6,6,1,1,0,1,-212,0.0179983
382,4042.84444443695,1,41,1,88,1,4,3,85,4,3,1,1,0,1,-111,0.0160038
383,4062.9777777702,1,43,1,88,0,3,3,85,3,2,1,0,0,0,-80,0.0027622
384,4073.06666665905,1,43,1,89,1,4,3,86,4,4,1,1,0,1,-144,0.0169765
385,4082.13333332567,1,44,1,93,1,6,5,88,6,7,1,1,0,1,-235,0.0215757
386,4103.19999999232,1,44,1,91,0,4,4,87,4,3,1,0,0,0,-120,0.0029995
387,4122.22222221466,1,45,1,93,1,6,5,88,6,6,1,1,0,1,-224,0.0240009
388,4152.26666665928,1,47,1,93,2,7,5,88,7,9,1,2,0,2,-326,0.1134445
389,4162.31111110378,1,47,1,93,0,6,6,87,6,7,1,0,0,0,-280,0.0039982
390,4163.24444443712,1,46,1,90,0,3,3,87,3,1,1,0,0,0,-40,0.0039973
391,4172.35555554829,1,46,1,94,1,6,5,89,6,9,1,1,0,1,-314,0.0260043
392,4173.28888888163,1,44,1,91,0,3,3,88,3,0,0,0,1,0,1000,0.0029964
393,4181.77777777057,1,44,1,91,0,3,3,88,3,0,0,0,1,0,1000,0.002996
394,4182.39999999279,1,45,2,96,0,8,8,88,8,6,1,0,1,0,760,0.0060027
395,4193.28888888174,1,44,1,92,2,5,3,89,5,5,1,2,0,2,-137,0.0946995
396,4202.44444443735,1,44,1,93,0,5,5,88,5,5,1,0,0,0,-200,0.003032
397,4213.33333332631,1,43,1,93,0,5,5,88,5,4,1,0,0,0,-160,0.0030297
398,4222.48888888192,1,44,1,91,0,3,3,88,3,1,1,0,0,0,-40,0.0039136
399,4242.53333332648,1,45,1,92,3,5,2,90,4,6,1,2,0,3,-175,0.285331
400,4252.57777777098,1,45,1,93,2,6,4,89,6,8,1,2,0,2,-250,0.2230751
401,4262.62222221549,1,45,1,93,0,6,6,87,6,7,1,0,0,0,-280,0.003001
402,4273.37777777111,1,37,1,91,0,4,4,87,4,3,1,0,0,0,-120,0.0039779
403,4303.42222221573,1,39,1,93,1,4,3,90,4,4,1,1,0,1,-141,0.0169686
404,4323.46666666029,1,40,1,94,0,4,4,90,4,4,1,0,0,0,-160,0.0029998
405,4342.66666666041,1,47,1,96,1,6,5,91,6,8,1,1,0,1,-293,0.0199739
406,4343.51111110485,1,40,1,92,0,3,3,89,3,3,1,0,0,0,-120,0.0029989
407,4352.71111110491,1,46,1,94,1,7,6,88,7,10,1,1,0,1,-368,0.0191506
408,4373.55555554948,1,40,1,90,0,3,3,87,3,2,1,0,0,0,-80,0.0041243
409,4382.75555554953,1,47,1,94,0,7,7,87,7,10,1,0,0,0,-400,0.0030253
410,4413.59999999416,1,43,1,90,2,4,2,88,4,10,1,2,0,2,-344,0.0472565
411,4432.79999999427,1,50,1,93,0,5,5,88,5,10,1,0,0,0,-400,0.0040134
412,4433.64444443872,1,43,1,92,0,4,4,88,4,8,1,0,0,0,-320,0.0029707
413,4442.84444443878,1,43,1,93,1,5,4,89,5,9,1,1,0,1,-338,0.0210016
414,4443.68888888322,1,42,1,91,0,3,3,88,3,5,1,0,0,0,-200,0.0029951
415,4453.73333332773,1,48,1,93,2,5,3,90,5,10,1,2,0,2,-363,0.0525105
416,4473.77777777229,1,49,1,94,0,5,5,89,5,9,1,0,0,0,-360,0.003953
417,4482.88888888346,1,48,1,92,0,4,4,88,4,7,1,0,0,0,-280,0.0029619
418,4483.8222222168,1,48,1,93,0,5,5,88,5,8,1,0,0,0,-320,0.0028931
419,4502.93333332802,1,46,1,92,1,5,4,88,5,7,1,1,0,1,-263,0.0199697
420,4503.86666666136,1,44,1,91,0,4,4,87,4,6,1,0,0,0,-240,0.002972
421,4522.97777777258,1,45,1,94,1,6,5,89,6,8,1,1,0,1,-297,0.0210022
422,4523.91111110592,1,44,1,92,0,4,4,88,4,4,1,0,0,0,-160,0.0039699
423,4543.95555555048,1,45,1,92,0,4,4,88,4,3,1,0,0,0,-120,0.0039731
424,4553.0222222172,1,45,1,95,1,5,4,91,5,8,1,1,0,1,-293,0.0209663
425,4553.99999999499,1,44,1,93,0,3,3,90,3,2,1,0,0,0,-80,0.0029528
426,4564.04444443949,1,44,1,95,2,5,3,92,5,6,1,2,0,2,-215,0.0627082
427,4573.06666666177,1,44,1,95,0,5,5,90,5,7,1,0,0,0,-280,0.0029839
428,4574.088888884,1,44,1,95,0,5,5,90,5,6,1,0,0,0,-240,0.0029932
429,4583.11111110627,1,43,1,95,0,5,5,90,5,7,1,0,0,0,-280,0.0029919
430,4603.15555555083,1,44,1,94,1,4,3,91,4,6,1,1,0,1,-209,0.0193384
431,4613.19999999534,1,44,1,94,1,5,4,90,5,7,1,1,0,1,-264,0.0219696
432,4623.24444443984,1,44,1,92,1,5,4,88,5,9,1,1,0,1,-327,0.0270132
433,4633.28888888435,1,43,1,92,1,5,4,87,5,8,1,1,0,1,-297,0.0268987
434,4643.33333332885,1,43,1,94,2,7,5,88,7,11,1,2,0,2,-400,0.1082503
435,4644.13333332885,1,38,1,90,0,3,3,86,3,3,1,0,0,0,-120,0.0029694
436,4653.37777777335,1,41,1,93,0,6,6,86,6,7,1,0,0,0,-280,0.0039672
437,4654.17777777336,1,37,1,90,0,3,3,86,3,2,1,0,0,0,-80,0.0029662
438,4663.42222221786,1,40,1,93,1,6,5,87,6,9,1,1,0,1,-332,0.0228945
439,4683.46666666242,1,41,1,95,1,6,5,89,6,9,1,1,0,1,-338,0.0239689
440,4694.22222221804,1,37,1,93,1,4,3,89,4,4,1,1,0,1,-147,0.0179801
441,4703.51111110698,1,41,1,94,0,5,5,88,5,8,1,0,0,0,-320,0.0029723
442,4704.26666666254,1,36,1,92,0,3,3,88,3,3,1,0,0,0,-120,0.0051092
443,4713.55555555149,1,36,1,95,2,6,4,90,6,11,1,2,0,2,-395,0.1637942
444,4734.31111110716,1,40,1,93,1,4,3,89,4,5,1,1,0,1,-179,0.0204766
445,4744.35555555167,1,40,1,93,0,4,4,88,4,4,1,0,0,0,-160,0.0039688
446,4747.8666666628,1,40,1,95,0,6,6,89,6,8,1,0,0,0,-320,0.0039743
447,4764.39999999623,1,40,1,93,1,4,3,90,4,4,1,1,0,1,-137,0.0179295
448,4784.44444444079,1,40,1,91,1,4,3,88,4,6,1,1,0,1,-213,0.0189673
449,4787.91111110748,1,39,1,92,0,5,5,87,5,6,1,0,0,0,-240,0.0029952
450,4804.48888888536,1,40,1,92,1,5,4,88,5,6,1,1,0,1,-213,0.0215044
451,4807.95555555204,1,39,1,91,0,4,4,87,4,4,1,0,0,0,-160,0.0035285
452,4817.99999999655,1,39,1,92,1,5,4,88,5,6,1,1,0,1,-201,0.0209282
453,4824.53333332992,1,38,1,92,0,5,5,87,5,4,1,0,0,0,-160,0.0029386
454,4848.04444444117,1,39,1,92,0,5,5,87,5,5,1,0,0,0,-200,0.0029039
455,4868.08888888573,1,39,1,93,0,5,5,88,5,4,1,0,0,0,-160,0.003969
456,4874.57777777466,1,38,1,92,1,5,4,88,5,5,1,1,0,1,-182,0.0181129
457,4878.13333333024,1,38,1,92,0,5,5,87,5,3,1,0,0,0,-120,0.0039816
458,4884.62222221916,1,37,1,92,0,5,5,87,5,3,1,0,0,0,-120,0.0038947
459,4908.17777777486,1,39,1,93,1,5,4,89,5,5,1,1,0,1,-152,0.020982
460,4914.66666666379,1,37,1,91,1,5,4,87,5,4,1,1,0,1,-138,0.0182388
461,4934.71111110835,1,38,1,92,1,5,4,87,5,5,1,1,0,1,-175,0.0224628
462,4958.2222222196,1,38,1,92,1,4,3,87,4,6,1,1,0,1,-225,0.0192635
463,4964.75555555297,1,38,1,94,0,5,5,87,5,4,1,0,0,0,-160,0.004317
464,4968.2666666641,1,39,1,94,1,5,4,90,5,8,1,1,0,1,-296,0.0225325
465,4994.79999999759,1,38,1,93,0,5,5,88,5,3,1,0,0,0,-120,0.0031308
466,4998.31111110873,1,39,1,92,0,4,4,88,4,6,1,0,0,0,-240,0.0039706
467,5008.35555555323,1,39,1,92,0,4,4,88,4,5,1,0,0,0,-200,0.0036263
468,5024.84444444222,1,39,1,93,2,6,4,89,6,7,1,2,0,2,-240,0.0629696
469,5028.39999999779,1,39,1,92,0,4,4,88,4,4,1,0,0,0,-160,0.0040058
470,5104.88888888713,1,44,1,96,0,6,6,90,6,7,1,0,0,0,-280,0.0040055
471,5118.44444444277,1,45,1,94,2,5,3,91,5,10,1,2,0,2,-352,0.0449744
472,5144.93333333181,1,44,1,92,0,4,4,88,4,5,1,0,0,0,-200,0.0030039
473,5148.48888888739,1,45,1,94,1,6,5,89,6,11,1,1,0,1,-426,0.027502
474,5154.97777777632,1,43,1,91,0,4,4,87,4,4,1,0,0,0,-160,0.004002
475,5175.02222222088,1,44,1,91,1,4,3,88,4,8,1,1,0,1,-292,0.0250981
476,5178.53333333201,1,45,1,92,0,5,5,87,5,7,1,0,0,0,-280,0.0030505
477,5185.06666666539,1,44,1,92,1,4,3,89,4,8,1,1,0,1,-295,0.0289688
478,5188.57777777652,1,44,1,92,0,4,4,88,4,4,1,0,0,0,-160,0.0031579
479,5205.11111110995,1,44,1,94,2,6,4,90,6,11,1,2,0,2,-398,0.1799945
480,5208.62222222108,1,44,1,92,0,4,4,88,4,3,1,0,0,0,-120,0.003
481,5218.66666666558,1,43,1,92,0,4,4,88,4,2,1,0,0,0,-80,0.0039751
482,5235.15555555457,1,43,1,92,0,5,5,87,5,7,1,0,0,0,-280,0.003996
483,5245.19999999907,1,43,1,93,1,6,5,88,6,8,1,1,0,1,-308,0.0235705
484,5255.24444444358,1,43,1,94,1,7,6,88,7,9,1,1,0,1,-344,0.0216101
485,5258.71111111026,1,42,1,90,0,3,3,87,3,1,1,0,0,0,-40,0.0029696
486,5285.2888888882,1,43,1,95,2,8,6,89,8,11,1,2,0,2,-371,0.0982619
487,5288.75555555489,1,38,1,88,0,2,2,86,2,0,0,0,1,0,1000,0.002999
488,5292.79999999936,1,38,1,88,0,2,2,86,2,0,0,0,1,0,1000,0.0019997
489,5299.24444444384,1,39,1,88,0,2,2,86,2,0,0,0,1,0,1000,0.0031121
490,5305.33333333276,1,44,2,96,1,10,9,87,10,13,2,1,0,1,-503,0.0576144
491,5318.79999999951,1,38,1,90,0,3,3,87,3,1,1,0,0,0,-40,0.0039976
492,5328.84444444401,1,38,1,91,1,4,3,88,4,3,1,1,0,1,-91,0.0149719
493,5335.37777777738,1,43,1,91,0,5,5,86,5,7,1,0,0,0,-280,0.0039697
494,5338.88888888852,1,37,1,90,1,5,4,86,5,5,1,1,0,1,-163,0.0149783
495,5345.42222222189,1,42,1,90,0,5,5,85,5,6,1,0,0,0,-240,0.0039686
496,5348.93333333302,1,36,1,90,0,5,5,85,5,5,1,0,0,0,-200,0.0029984
497,5375.46666666651,1,42,1,90,2,6,4,86,6,8,1,2,0,2,-263,0.0713765
498,5398.97777777776,1,38,1,87,0,3,3,84,3,2,1,0,0,0,-80,0.0029708
499,5429.02222222238,1,40,1,87,2,5,3,84,5,8,1,2,0,2,-266,0.0669691
500,5435.51111111131,1,44,1,87,0,5,5,82,5,6,1,0,0,0,-240,0.0029995
501,5449.06666666695,1,39,1,87,0,5,5,82,5,8,1,0,0,0,-320,0.0039698
502,5455.55555555587,1,43,1,86,0,4,4,82,4,4,1,0,0,0,-160,0.0031913
503,5499.11111111169,1,46,1,90,2,6,4,86,5,13,1,1,0,2,-445,0.1246659
504,5509.15555555619,1,46,1,90,1,6,5,85,6,12,1,1,0,1,-442,0.0231108
505,5515.60000000067,1,42,1,86,0,3,3,83,3,1,1,0,0,0,-40,0.0029685
506,5519.20000000069,1,45,1,89,0,6,6,83,6,10,1,0,0,0,-400,0.004
507,5529.2444444452,1,44,1,88,1,7,6,82,7,11,1,1,0,1,-417,0.0315388
508,5545.64444444529,1,42,1,85,1,4,3,82,4,5,1,1,0,1,-170,0.0195971
509,5555.6888888898,1,42,1,85,0,4,4,81,4,5,1,0,0,0,-200,0.002971
510,5569.28888888988,1,44,1,87,1,6,5,82,6,10,1,1,0,1,-365,0.0262257
511,5589.33333333444,1,45,1,88,2,6,4,84,6,10,1,2,0,2,-369,0.0682358
512,5599.37777777895,1,45,1,89,1,7,6,83,7,11,1,1,0,1,-423,0.0269515
513,5629.42222222357,1,46,1,90,1,7,6,84,7,11,1,1,0,1,-409,0.0269582
514,5635.73333333472,1,42,1,87,0,3,3,84,3,4,1,0,0,0,-160,0.0029703
515,5639.46666666807,1,42,1,90,0,6,6,84,6,9,1,0,0,0,-360,0.0029746
516,5645.77777777922,1,41,1,87,1,4,3,84,4,7,1,1,0,1,-250,0.0208387
517,5649.51111111258,1,41,1,89,0,5,5,84,5,7,1,0,0,0,-280,0.0031669
518,5659.55555555708,1,44,1,91,1,6,5,86,6,9,1,1,0,1,-322,0.0181002
519,5679.60000000164,1,45,1,90,0,5,5,85,5,7,1,0,0,0,-280,0.0028406
520,5685.8222222239,1,43,1,88,1,4,3,85,4,6,1,1,0,1,-218,0.0209995
521,5699.6444444462,1,42,1,89,1,6,5,84,6,10,1,1,0,1,-370,0.0180356
522,5719.68888889077,1,45,1,90,1,6,5,85,6,12,1,1,0,1,-465,0.0249697
523,5725.86666666858,1,45,1,88,0,4,4,84,4,6,1,0,0,0,-240,0.004146
524,5745.91111111315,1,43,1,87,1,4,3,84,4,6,1,1,0,1,-233,0.0250258
525,5749.73333333539,1,43,1,89,1,6,5,84,6,13,1,1,0,1,-501,0.0243191
526,5765.95555555771,1,43,1,89,1,5,4,85,5,9,1,1,0,1,-332,0.0281542
527,5769.77777777995,1,42,1,89,0,5,5,84,5,12,1,0,0,0,-480,0.0040238
528,5776.00000000221,1,42,1,89,0,5,5,84,5,8,1,0,0,0,-320,0.0029685
529,5799.82222222457,1,45,1,90,1,5,4,86,5,11,1,1,0,1,-423,0.0310089
530,5806.04444444683,1,44,1,89,0,5,5,84,5,8,1,0,0,0,-320,0.0029944
531,5809.86666666908,1,44,1,90,0,5,5,85,5,9,1,0,0,0,-360,0.0029234
532,5826.0888888914,1,44,1,89,1,5,4,85,5,9,1,1,0,1,-323,0.0245706
533,5846.13333333596,1,45,1,89,0,5,5,84,5,8,1,0,0,0,-320,0.003969
534,5856.17777778046,1,45,1,89,0,5,5,84,5,7,1,0,0,0,-280,0.0039634
535,5866.22222222497,1,45,1,89,1,5,4,85,5,9,1,1,0,1,-336,0.0288654
536,5869.91111111388,1,44,1,88,1,5,4,84,5,8,1,1,0,1,-300,0.0238661
537,5879.95555555838,1,44,1,87,0,5,5,82,5,7,1,0,0,0,-280,0.002879
538,5886.26666666953,1,43,1,87,0,5,5,82,5,7,1,0,0,0,-280,0.0039991
539,5910.000000003,1,45,1,90,1,6,5,85,6,9,1,1,0,1,-320,0.0241891
540,5916.31111111415,1,44,1,87,0,3,3,84,3,4,1,0,0,0,-160,0.0029789
541,5926.35555555866,1,44,1,93,2,5,3,90,5,9,1,2,0,2,-305,0.073552
542,5930.04444444757,1,43,1,93,0,5,5,88,5,5,1,0,0,0,-200,0.0039857
543,5946.40000000322,1,43,1,94,2,6,4,90,6,11,1,2,0,2,-400,0.0459754
544,5956.44444444772,1,43,1,95,0,6,6,89,6,10,1,0,0,0,-400,0.0036477
545,5960.08888889219,1,42,1,92,0,3,3,89,3,3,1,0,0,0,-120,0.0030006
546,5966.48888889223,1,41,1,95,1,6,5,90,6,9,1,1,0,1,-339,0.0209717
547,5970.13333333669,1,41,1,93,1,4,3,90,4,6,1,1,0,1,-221,0.0180014
548,5986.53333333679,1,41,1,94,0,6,6,88,6,8,1,0,0,0,-320,0.0029695
549,5990.17777778126,1,40,1,92,0,4,4,88,4,4,1,0,0,0,-160,0.0029696
550,5996.57777778129,1,39,1,93,0,5,5,88,5,4,1,0,0,0,-160,0.0029889
551,6000.22222222576,1,38,1,93,1,5,4,89,5,5,1,1,0,1,-179,0.0164907
552,6040.26666667044,1,41,1,94,1,5,4,90,5,5,1,1,0,1,-181,0.0209169
553,6046.62222222603,1,40,1,94,0,5,5,89,5,4,1,0,0,0,-160,0.0040059
554,6056.66666667054,1,40,1,93,0,4,4,89,4,4,1,0,0,0,-160,0.0039666
555,6066.71111111504,1,40,1,92,1,5,4,88,5,6,1,1,0,1,-218,0.0200218
556,6080.31111111512,1,40,1,90,1,5,4,86,5,8,1,1,0,1,-296,0.0220051
557,6090.35555555963,1,40,1,89,0,4,4,85,4,5,1,0,0,0,-200,0.0029692
558,6100.40000000413,1,40,1,89,1,5,4,85,5,8,1,1,0,1,-268,0.0222331
559,6106.75555555972,1,39,1,90,0,5,5,85,5,6,1,0,0,0,-240,0.0039693
560,6110.44444444863,1,39,1,90,0,5,5,85,5,7,1,0,0,0,-280,0.0059715
561,6126.80000000429,1,38,1,90,0,4,4,86,4,4,1,0,0,0,-160,0.0029932
562,6170.48888889343,1,42,1,94,2,6,4,90,5,13,1,1,0,2,-449,0.0625606
563,6206.8444444492,1,42,1,91,1,4,3,88,4,6,1,1,0,1,-221,0.0175437
564,6210.53333333811,1,43,1,91,1,5,4,87,5,12,1,1,0,1,-456,0.0239702
565,6216.88888889371,1,40,1,90,1,5,4,86,5,8,1,1,0,1,-292,0.0169683
566,6220.57777778262,1,41,1,90,0,5,5,85,5,10,1,0,0,0,-400,0.0029671
567,6230.62222222712,1,41,1,89,0,4,4,85,4,8,1,0,0,0,-320,0.0025378
568,6240.66666667163,1,41,1,91,2,6,4,87,6,13,1,2,0,2,-469,0.0450047
569,6256.93333333839,1,41,1,89,0,4,4,85,4,5,1,0,0,0,-200,0.0030283
570,6260.71111111619,1,41,1,90,0,5,5,85,5,11,1,0,0,0,-440,0.0030619
571,6266.97777778289,1,42,1,90,0,4,4,86,4,4,1,0,0,0,-160,0.0033384
572,6270.75555556069,1,41,1,91,1,5,4,87,5,10,1,1,0,1,-378,0.0219683
573,6277.0222222274,1,40,1,90,0,4,4,86,4,3,1,0,0,0,-120,0.0020982
574,6280.8000000052,1,40,1,92,1,6,5,87,6,11,1,1,0,1,-408,0.0209661
575,6297.06666667196,1,40,1,90,0,3,3,87,3,2,1,0,0,0,-80,0.0029965
576,6317.11111111652,1,41,1,91,1,4,3,88,4,7,1,1,0,1,-261,0.0199163
577,6337.15555556108,1,42,1,92,1,5,4,88,5,9,1,1,0,1,-342,0.0209693
578,6340.84444445,1,40,1,91,0,5,5,86,5,7,1,0,0,0,-280,0.0039699
579,6360.88888889456,1,41,1,92,1,6,5,87,6,9,1,1,0,1,-331,0.0230106
580,6377.20000000577,1,42,1,90,0,4,4,86,4,7,1,0,0,0,-280,0.003444
581,6380.93333333912,1,40,1,92,0,6,6,86,6,7,1,0,0,0,-280,0.0040519
582,6387.24444445027,1,41,1,90,0,4,4,86,4,6,1,0,0,0,-240,0.0039667
583,6390.97777778363,1,40,1,91,0,5,5,86,5,6,1,0,0,0,-240,0.0041599
584,6421.02222222825,1,42,1,95,2,5,3,92,5,8,1,2,0,2,-268,0.0706771
585,6427.28888889495,1,34,1,93,0,3,3,90,3,4,1,0,0,0,-160,0.0026135
586,6437.33333333945,1,34,1,95,2,5,3,92,5,9,1,2,0,2,-296,0.0330158
587,6441.06666667281,1,31,1,94,0,4,4,90,4,6,1,0,0,0,-240,0.0029438
588,6451.11111111731,1,30,1,93,0,3,3,90,3,5,1,0,0,0,-200,0.002964
589,6467.37777778408,1,35,1,97,2,7,5,92,7,12,1,2,0,2,-435,0.0495762
590,6471.15555556188,1,30,1,93,0,3,3,90,3,4,1,0,0,0,-160,0.0029709
591,6481.20000000638,1,30,1,93,0,3,3,90,3,3,1,0,0,0,-120,0.0029756
592,6491.24444445088,1,30,1,92,0,2,2,90,2,0,0,0,1,0,1000,0.0029937
