decision,time,solved,pendingOrders,stationsWithCap,podsInModel,Ra,R,Pb,Pa,xps,yos,yaos,yrp,sumUs,dops,objective,solveSec
1183,12232.6666666244,1,9,1,92,2,5,3,77,5,2,1,2,0,2,-38,0.015292
1184,12233.5111110688,1,8,1,91,0,4,4,75,4,0,0,0,1,0,1000,0.0029772
1185,12234.2666666243,1,9,1,91,0,4,4,76,4,0,0,0,1,0,1000,0.0029972
1186,12245.7777777353,1,10,1,92,1,5,4,77,5,2,1,1,0,1,-53,0.0080488
1187,12253.6444444018,1,9,1,91,0,4,4,74,4,1,1,0,0,0,-40,0.0029678
1188,12272.888888846,1,10,1,94,1,6,5,85,6,3,1,1,0,1,-104,0.0059463
1189,12273.7777777349,1,9,1,91,0,3,3,82,3,0,0,0,1,0,1000,0.0020004
1190,12280.3555555126,1,10,1,93,1,4,3,83,4,2,1,1,0,1,-37,0.009878
1191,12283.8666666236,1,9,1,93,0,4,4,78,4,1,1,0,0,0,-40,0.003404
1192,12303.9999999567,1,10,1,93,0,4,4,75,4,1,1,0,0,0,-40,0.0049697
1193,12333.1999999562,1,11,1,96,1,6,5,80,6,4,1,1,0,1,-144,0.0083854
1194,12353.3333332893,1,12,1,95,1,6,5,79,6,5,1,1,0,1,-184,0.0070578
1195,12354.2666666226,1,11,1,92,0,3,3,78,3,1,1,0,0,0,-40,0.0024022
1196,12383.5111110666,1,12,1,94,1,7,6,80,7,5,1,1,0,1,-157,0.0095881
1197,12393.5999999554,1,10,1,94,1,7,6,75,7,5,1,1,0,1,-180,0.0056335
1198,12394.4888888442,1,9,1,89,0,2,2,70,2,0,0,0,1,0,1000,0.0019871
1199,12395.5555555109,1,10,1,89,0,2,2,71,2,0,0,0,1,0,1000,0.0029997
1200,12404.577777733,1,10,1,91,1,3,2,71,3,3,2,1,0,1,-75,0.0072764
1201,12443.8666666213,1,11,1,96,1,7,6,75,7,5,1,1,0,1,-179,0.0075592
1202,12454.8444443989,1,11,1,92,0,3,3,76,3,1,1,0,0,0,-40,0.0035225
1203,12474.9777777319,1,11,1,93,1,4,3,75,4,3,1,1,0,1,-89,0.0069611
1204,12484.0888888429,1,10,1,95,0,5,5,74,5,1,1,0,0,0,-40,0.0020077
1205,12494.1777777317,1,10,1,95,1,5,4,69,5,2,1,1,0,1,-68,0.0065116
1206,12504.2666666204,1,10,1,94,2,6,4,70,5,3,1,1,0,1,-101,0.0149689
1207,12514.3555555092,1,10,1,95,2,7,5,69,6,4,1,1,0,1,-142,0.0105355
1208,12524.4444443979,1,10,1,95,1,7,6,70,7,5,1,1,0,1,-180,0.0068634
1209,12525.2444443979,1,10,1,91,0,3,3,67,3,2,1,0,0,0,-80,0.0029722
1210,12544.5777777309,1,9,1,94,1,6,5,67,6,4,1,1,0,1,-146,0.0049747
1211,12555.4222221752,1,10,1,91,1,3,2,67,3,2,1,1,0,1,-59,0.005368
1212,12564.711111064,1,9,1,94,1,6,5,67,6,3,1,1,0,1,-98,0.004999
1213,12565.511111064,1,9,1,91,0,3,3,66,3,1,1,0,0,0,-40,0.0030319
1214,12574.7999999527,1,8,1,94,1,6,5,67,6,3,1,1,0,1,-87,0.0035255
1215,12575.5999999527,1,8,1,91,0,3,3,66,3,0,0,0,1,0,1000,0.0030302
1216,12579.8666666193,1,9,1,90,0,2,2,68,2,0,0,0,1,0,1000,0.0019217
1217,12584.8888888415,1,9,2,95,0,7,7,68,7,2,1,0,1,0,920,0.0033409
1218,12585.6888888414,1,8,1,90,0,2,2,68,2,0,0,0,2,0,2000,0.0029681
1219,12591.3777777303,1,9,1,93,3,5,2,71,5,5,2,3,0,3,-95,0.0203501
1220,12595.7777777302,1,7,1,93,0,5,5,54,5,3,1,0,0,0,-120,0.002977
1221,12605.0222221745,1,6,1,92,0,4,4,58,4,0,0,0,1,0,1000,0.0029927
1222,12605.8666666189,1,7,2,97,0,9,9,58,9,3,1,0,1,0,880,0.0029699
1223,12614.4444443966,1,6,1,91,0,3,3,58,3,1,1,0,0,0,-40,0.0029239
1224,12615.1111110632,1,5,1,91,0,3,3,51,3,0,0,0,1,0,1000,0.0029873
1225,12615.9555555077,1,5,2,96,1,8,7,52,8,2,2,1,0,1,-33,0.0069261
1226,12626.0444443964,1,4,1,94,2,6,4,52,6,2,1,2,0,2,-39,0.0079642
1227,12635.2444443963,1,3,1,92,0,4,4,50,4,0,0,0,1,0,1000,0.0029707
1228,12637.4666666185,1,4,1,92,0,4,4,50,4,1,1,0,0,0,-40,0.002987
1229,12645.333333285,1,3,1,91,0,3,3,50,3,0,0,0,1,0,1000,0.0040102
1230,12646.1777777295,1,3,2,96,0,8,8,50,8,1,1,0,1,0,960,0.0029671
1231,12648.9777777294,1,3,1,91,0,3,3,47,3,0,0,0,1,0,1000,0.0019908
1232,12657.1111110626,1,3,1,93,2,5,3,48,4,1,1,1,0,1,-20,0.0079206
1233,12665.4666666181,1,3,1,92,1,4,3,50,4,1,1,1,0,1,-21,0.0039697
1234,12675.5555555068,1,3,1,94,2,6,4,50,5,1,1,1,0,1,-23,0.0079997
1235,12677.377777729,1,2,1,93,1,5,4,38,4,0,0,0,1,0,1000,0.0029778
1236,12683.5555555067,1,3,1,92,1,4,3,44,3,0,0,0,1,0,1000,0.0029952
1237,12684.2666666178,1,3,1,92,1,4,3,44,3,0,0,0,1,0,1000,0.0029706
1238,12685.6444443955,1,3,2,96,1,8,7,44,8,1,1,1,1,1,987,0.0039368
1239,12687.4666666177,1,2,1,91,0,3,3,38,3,0,0,0,2,0,2000,0.0020002
1240,12695.0666666176,1,3,1,94,2,5,3,41,5,1,1,2,1,2,1003,0.0099703
1241,12695.7333332843,1,2,2,99,0,10,10,38,10,0,0,0,2,0,2000,0.0033904
1242,12697.5555555065,1,2,2,99,0,10,10,38,10,0,0,0,3,0,3000,0.003543
1243,12705.822222173,1,2,2,99,0,10,10,38,10,0,0,0,4,0,4000,0.0039728
1244,12706.5777777286,1,3,2,100,0,10,10,38,10,0,0,0,4,0,4000,0.0030277
1245,12717.6888888395,1,3,2,99,0,9,9,38,9,0,0,0,5,0,5000,0.0030317
1246,12718.0888888395,1,4,2,99,0,9,9,46,9,1,1,0,4,0,3960,0.0029288
1247,12726.3555555061,1,3,2,99,1,9,8,38,9,1,1,1,4,1,3985,0.0040285
1248,12729.6444443949,1,3,2,99,0,9,9,40,9,0,0,0,4,0,4000,0.0029252
1249,12741.1555555059,1,3,2,98,1,8,7,40,8,1,1,1,3,1,2971,0.0049699
1250,12747.8666666169,1,2,2,98,1,9,8,37,8,0,0,0,4,0,4000,0.0050764
1251,12752.6666666168,1,3,2,98,2,9,7,42,8,1,1,1,3,1,2989,0.0138634
1252,12757.9555555056,1,2,2,98,1,9,8,37,8,0,0,0,4,0,4000,0.0039997
1253,12764.1777777277,1,3,2,99,2,10,8,50,9,1,1,1,3,1,2980,0.0135578
1254,12766.5777777277,1,2,2,99,1,10,9,36,9,0,0,0,4,0,4000,0.0029914
1255,12775.6888888387,1,3,2,99,1,10,9,38,10,1,1,1,3,1,2994,0.0039148
1256,12787.2444443941,1,3,2,97,0,8,8,38,8,1,1,0,2,0,1960,0.0029919
1257,12798.755555505,1,3,2,97,2,10,8,42,9,1,1,1,1,1,978,0.0138201
1258,12806.7999999493,1,2,1,91,1,4,3,35,3,0,0,0,2,0,2000,0.0040031
1259,12808.2222221715,1,2,2,96,1,9,8,35,8,0,0,0,3,0,3000,0.0041171
1260,12810.266666616,1,3,2,95,1,8,7,39,8,1,1,1,2,1,1977,0.0032695
1261,12816.8888888381,1,2,2,96,1,9,8,35,8,0,0,0,3,0,3000,0.003969
1262,12821.7777777269,1,3,2,95,2,8,6,38,8,1,1,2,2,2,2000,0.0109979
1263,12826.9777777268,1,2,2,95,0,8,8,35,8,0,0,0,3,0,3000,0.0019696
1264,12828.3555555046,1,2,2,95,0,8,8,35,8,0,0,0,4,0,4000,0.002
1265,12833.2888888378,1,3,2,95,0,8,8,35,8,1,1,0,3,0,2960,0.003
1266,12837.0666666156,1,2,2,96,1,9,8,36,8,0,0,0,4,0,4000,0.0045114
1267,12838.4444443933,1,2,2,97,2,10,8,36,10,1,1,2,4,2,4015,0.0109657
1268,12841.4666666155,1,1,2,96,0,10,10,13,10,0,0,0,4,0,4000,0.002963
1269,12844.8444443932,1,1,2,95,0,9,9,13,9,0,0,0,4,0,4000,0.0029067
1270,12847.1555555043,1,1,2,95,0,9,9,13,9,0,0,0,5,0,5000,0.0039717
1271,12856.3555555042,1,1,2,94,0,8,8,13,8,0,0,0,5,0,5000,0.0028724
1272,12858.5777777264,1,1,2,95,1,9,8,13,8,0,0,0,6,0,6000,0.0039623
1273,12867.8666666151,1,1,2,96,2,10,8,12,10,1,1,2,5,2,4989,0.0059662
1274,12879.3777777261,1,1,2,95,0,9,9,18,9,0,0,0,6,0,6000,0.0029624
1275,12886.7999999482,1,1,2,95,1,9,8,18,8,0,0,0,6,0,6000,0.0039687
1276,12888.7999999481,1,1,2,95,1,9,8,18,8,0,0,0,7,0,7000,0.0029978
1277,12890.888888837,1,2,2,94,1,8,7,28,8,1,1,1,6,1,5978,0.0039699
1278,12897.4222221702,1,1,2,94,1,8,7,19,7,0,0,0,7,0,7000,0.0030023
1279,12898.8888888369,1,1,2,94,1,8,7,19,7,0,0,0,8,0,8000,0.0029354
1280,12901.0666666146,1,1,2,93,1,7,6,19,6,0,0,0,8,0,8000,0.0029694
1281,12902.4444443924,1,2,2,95,1,7,6,38,6,0,0,0,8,0,8000,0.0052811
1282,12913.9555555033,1,3,2,97,3,9,6,50,9,3,3,3,5,3,4959,0.0139685
1283,12925.4666666143,1,1,2,96,1,10,9,16,10,1,1,1,4,1,3981,0.0029001
1284,12936.9777777252,1,1,2,96,0,9,9,13,9,0,0,0,4,0,4000,0.0029702
1285,12937.3333332808,1,1,2,96,0,9,9,13,9,0,0,0,4,0,4000,0.0029698
1286,12937.6444443919,1,1,2,96,0,9,9,13,9,0,0,0,5,0,5000,0.0029946
1287,12948.4888888362,1,2,2,95,1,10,9,21,9,1,1,0,4,0,3960,0.0029695
1288,12960.0444443916,1,4,2,96,1,10,9,37,10,3,3,1,1,1,905,0.0053442
1289,12971.5555555025,1,2,1,91,1,5,4,29,5,1,1,1,0,1,-25,0.003005
1290,12977.8666666135,1,1,1,91,0,5,5,13,5,0,0,0,1,0,1000,0.001995
1291,12979.4666666135,1,1,1,91,0,5,5,13,5,0,0,0,1,0,1000,0.002966
1292,12983.0666666134,1,2,1,90,0,4,4,16,4,0,0,0,1,0,1000,0.0019925
1293,12993.73333328,1,2,1,90,1,4,3,16,4,1,1,1,0,1,-19,0.0030208
1294,13008.0444443909,1,3,1,91,2,5,3,49,4,1,1,1,0,1,-26,0.0080501
1295,13028.1777777239,1,3,1,92,2,5,3,21,5,2,1,2,0,2,-29,0.0059998
1296,13029.9555555016,1,3,1,90,0,3,3,19,3,0,0,0,1,0,1000,0.0019064
1297,13030.2222221683,1,3,1,90,0,3,3,19,3,0,0,0,1,0,1000,0.0029992
1298,13040.0444443904,1,3,1,91,2,5,3,20,5,2,2,2,0,2,-49,0.0059731
1299,13048.3111110569,1,2,1,91,0,5,5,35,5,0,0,0,1,0,1000,0.0030034
1300,13050.1333332791,1,2,2,95,0,9,9,35,9,0,0,0,2,0,2000,0.0028977
1301,13052.1777777235,1,3,2,95,0,9,9,39,9,0,0,0,2,0,2000,0.0038533
1302,13058.3999999457,1,3,2,97,1,10,9,39,10,1,1,1,2,1,1975,0.0039071
1303,13063.6888888345,1,3,1,92,0,5,5,40,5,1,1,0,1,0,960,0.0030001
1304,13075.2444443899,1,3,1,92,0,5,5,48,5,0,0,0,1,0,1000,0.0029998
1305,13077.6888888343,1,3,1,92,0,5,5,48,5,0,0,0,1,0,1000,0.0040023
1306,13078.5333332787,1,3,1,92,0,5,5,48,5,0,0,0,2,0,2000,0.0030311
1307,13080.3111110565,1,3,2,97,0,10,10,48,10,0,0,0,3,0,3000,0.0029681
1308,13086.7555555008,1,4,2,97,0,10,10,48,10,0,0,0,3,0,3000,0.0030282
1309,13098.2666666118,1,5,2,97,0,10,10,49,10,0,0,0,3,0,3000,0.002972
1310,13100.4444443895,1,5,2,98,0,10,10,50,10,0,0,0,4,0,4000,0.0028924
1311,13108.7111110561,1,5,2,96,0,8,8,50,8,0,0,0,5,0,5000,0.0030066
1312,13109.7777777227,1,6,2,96,0,8,8,58,8,0,0,0,5,0,5000,0.0029988
1313,13118.7999999448,1,6,2,95,2,8,6,59,8,3,3,2,3,2,2935,0.0099714
1314,13120.5777777226,1,3,2,95,0,8,8,49,8,0,0,0,4,0,4000,0.0029998
1315,13121.2888888337,1,4,2,95,0,8,8,58,8,1,1,0,3,0,2960,0.0040119
1316,13130.6666666113,1,3,2,96,2,9,7,51,9,2,2,2,2,2,1968,0.0081407
1317,13132.844444389,1,2,2,95,0,9,9,23,9,1,1,0,1,0,960,0.0029695
1318,13138.9333332778,1,1,1,90,0,4,4,7,4,0,0,0,2,0,2000,0.0029791
1319,13144.3555555,1,2,1,91,0,4,4,24,4,0,0,0,2,0,2000,0.0029623
1320,13154.4444443887,1,2,1,92,1,5,4,24,5,1,1,1,1,1,976,0.0029685
1321,13155.8666666109,1,1,1,91,0,5,5,7,5,0,0,0,1,0,1000,0.002022
1322,13167.3777777219,1,2,1,92,0,5,5,11,5,0,0,0,1,0,1000,0.0029721
1323,13170.8888888329,1,2,2,96,0,9,9,11,9,0,0,0,2,0,2000,0.0029711
1324,13178.8888888328,1,2,2,97,1,9,8,12,9,1,1,1,1,1,984,0.0029797
1325,13180.9777777217,1,1,2,96,0,9,9,8,9,0,0,0,2,0,2000,0.0030244
1326,13190.4444443882,1,2,2,96,1,9,8,14,9,1,1,1,1,1,968,0.0029927
1327,13191.0666666104,1,1,2,96,0,9,9,8,9,0,0,0,2,0,2000,0.001929
1328,13199.2444443881,1,1,2,96,1,10,9,8,10,1,1,1,2,1,2000,0.0039046
1329,13201.9555554991,1,1,2,96,0,10,10,5,10,0,0,0,2,0,2000,0.0028819
1330,13209.3333332768,1,1,2,96,0,10,10,5,10,0,0,0,3,0,3000,0.0029945
1331,13213.4666666101,1,2,2,95,0,9,9,15,9,0,0,0,3,0,3000,0.0029658
1332,13224.977777721,1,3,2,94,0,8,8,30,8,0,0,0,3,0,3000,0.0039691
1333,13226.577777721,1,3,2,94,0,8,8,30,8,0,0,0,3,0,3000,0.0027416
1334,13236.488888832,1,4,2,96,2,10,8,32,10,4,3,2,0,2,-107,0.0085797
1335,13239.5111110542,1,1,1,91,0,5,5,9,5,0,0,0,1,0,1000,0.0030033
1336,13241.3333332764,1,1,2,96,0,10,10,9,10,1,1,0,1,0,960,0.0029989
1337,13248.0444443874,1,1,1,91,0,5,5,15,5,0,0,0,1,0,1000,0.0022757
1338,13259.5555554983,1,4,1,92,0,5,5,17,5,0,0,0,1,0,1000,0.0020279
1339,13261.4666666094,1,4,2,96,0,9,9,17,9,0,0,0,2,0,2000,0.0039956
1340,13271.0666666093,1,5,2,96,1,10,9,27,10,2,1,1,1,1,941,0.0079741
1341,13281.5999999424,1,4,2,94,0,8,8,26,8,1,1,0,1,0,960,0.0029697
1342,13282.5777777202,1,3,1,90,0,4,4,26,4,0,0,0,1,0,1000,0.0029948
1343,13289.7777777201,1,3,1,92,2,6,4,26,6,2,2,2,0,2,-33,0.0050052
1344,13291.6888888312,1,2,1,89,0,3,3,3,3,0,0,0,1,0,1000,0.0020118
1345,13294.0888888311,1,3,1,89,0,3,3,12,3,0,0,0,1,0,1000,0.0019767
1346,13299.8666666088,1,3,2,95,1,9,8,12,9,2,2,1,0,1,-58,0.0039838
1347,13309.9555554976,1,2,1,92,1,6,5,14,6,2,1,1,0,1,-48,0.0019938
1348,13311.8222221642,1,1,1,88,0,3,3,12,3,0,0,0,1,0,1000,0.0030071
1349,13317.1555554975,1,1,1,89,0,3,3,12,3,0,0,0,1,0,1000,0.0029936
1350,13328.6666666084,1,2,1,91,1,4,3,15,4,1,1,1,0,1,-18,0.0029885
1351,13331.9555554973,1,1,1,91,0,4,4,2,4,0,0,0,1,0,1000,0.0020214
1352,13337.3777777194,1,1,1,90,0,3,3,2,3,0,0,0,1,0,1000,0.0020017
1353,13340.1777777194,1,2,1,90,0,3,3,36,3,0,0,0,1,0,1000,0.0040061
1354,13342.044444386,1,2,1,90,0,3,3,36,3,0,0,0,2,0,2000,0.0030108
1355,13350.1777777192,1,2,2,95,1,8,7,36,8,2,1,1,2,1,1940,0.005266
1356,13351.6888888303,1,1,1,91,1,4,3,1,4,1,1,1,1,1,990,0.0020303
1357,13363.2444443857,1,1,1,92,0,4,4,5,4,0,0,0,2,0,2000,0.0029706
1358,13370.3111110523,1,1,2,98,1,10,9,5,10,1,1,1,2,1,1984,0.0029476
1359,13374.7555554966,1,1,1,92,0,4,4,2,4,0,0,0,3,0,3000,0.0029731
1360,13380.399999941,1,1,2,96,0,8,8,2,8,0,0,0,4,0,4000,0.002009
1361,13386.2666666076,1,1,2,98,2,10,8,2,9,1,1,1,3,1,3001,0.0019645
1362,13397.7777777185,1,1,2,97,1,9,8,24,8,1,1,0,2,0,1960,0.0029935
1363,13409.2888888295,1,1,2,97,1,9,8,1,9,1,1,1,2,1,1976,0.0028989
1364,13420.8444443848,1,1,2,97,1,9,8,11,9,1,1,1,3,1,2979,0.0029725
1365,13432.3555554958,1,1,1,89,0,1,1,14,1,0,0,0,4,0,4000,0.0029695
1366,13432.7111110513,1,1,1,89,0,1,1,14,1,0,0,0,5,0,5000,0.0019752
1367,13443.8666666067,1,2,1,92,3,4,1,24,3,2,2,2,3,2,2962,0.0055257
1368,13455.3777777177,1,1,2,97,1,8,7,22,8,1,1,1,4,1,3978,0.0039662
1369,13466.8888888286,1,1,1,92,2,4,2,15,3,1,1,1,3,1,2984,0.0049687
1370,13478.444444384,1,1,2,96,1,9,8,26,8,1,1,0,3,0,2960,0.003004
1371,13489.955555495,1,1,2,95,2,9,7,5,8,1,1,1,2,1,1970,0.0049665
1372,13501.4666666059,1,1,2,96,2,10,8,12,8,1,1,0,3,0,2960,0.0039663
1373,13536.0444443832,1,1,2,96,4,9,5,19,7,1,1,2,4,2,4000,0.006973
1374,13547.5555554941,1,1,2,97,3,9,6,11,7,1,1,1,5,1,4983,0.0049695
1375,13559.0666666051,1,1,2,96,2,8,6,6,7,1,1,1,4,1,3973,0.0049732
1376,13570.577777716,1,1,2,96,2,8,6,17,6,1,1,0,5,0,4960,0.0049682
1377,13582.0888888269,1,1,2,96,3,8,5,0,5,1,1,0,6,0,5960,0.0039818
1378,13593.6444443823,1,1,2,98,5,9,4,21,6,1,1,2,6,2,5981,0.0064742
1379,13605.1555554933,1,1,2,96,4,8,4,25,5,1,1,1,6,1,5978,0.0060006
1380,13616.6666666042,1,1,2,96,5,8,3,2,3,1,1,0,6,0,5960,0.002993
1381,13628.1777777152,1,1,2,96,5,8,3,9,4,1,1,1,6,1,5978,0.0059106
1382,13651.2444443815,1,1,2,97,6,9,3,1,4,1,1,1,8,1,7996,0.0029465
1383,13662.7555554924,1,1,2,97,6,10,4,16,4,1,1,0,7,0,6960,0.0049917
1384,13674.2666666034,1,1,2,97,6,10,4,21,4,1,1,0,7,0,6960,0.0050042
1385,13685.7777777143,1,1,2,98,6,10,4,5,5,1,1,1,6,1,5975,0.006021
1386,13697.2888888253,1,1,2,96,5,9,4,6,5,1,1,1,6,1,5970,0.0069754
1387,13708.8444443807,1,1,2,96,4,9,5,13,6,1,1,1,5,1,4976,0.0060303
1388,13720.3555554916,1,1,2,95,4,8,4,2,6,1,1,2,4,2,4017,0.0043976
1389,13731.8666666025,1,1,2,96,3,9,6,17,7,1,1,1,5,1,4968,0.0059676
1390,13754.8888888244,1,1,2,95,3,8,5,16,5,1,1,0,6,0,5960,0.0040012
1391,13766.4444443798,1,1,2,97,6,10,4,2,5,1,1,1,7,1,6981,0.0049664
1392,13777.9555554908,1,1,2,97,5,10,5,17,6,1,1,1,6,1,5976,0.0055049
1393,13789.4666666017,1,1,1,92,4,4,0,9,2,1,1,2,5,2,4998,0.0050148
1394,13812.4888888236,1,1,2,98,4,10,6,3,7,1,1,1,5,1,4977,0.0067544
1395,13824.044444379,1,1,2,97,3,9,6,2,6,1,1,0,5,0,4960,0.0029706
1396,13832.6222221566,1,7,2,98,4,9,5,56,8,5,3,3,3,3,2847,0.0259682
1397,13835.5555554899,1,1,1,92,1,3,2,13,2,1,1,0,2,0,1960,0.0029945
1398,13842.7111110454,1,4,2,97,1,8,7,33,7,2,1,0,2,0,1920,0.0039689
1399,13847.0666666009,1,1,1,92,2,3,1,14,2,1,1,1,1,1,978,0.0049769
1400,13858.5777777118,1,1,1,93,2,4,2,23,4,1,1,2,1,2,1011,0.0053846
1401,13862.8444443784,1,2,2,97,0,8,8,18,8,1,1,0,1,0,960,0.0029694
1402,13870.0888888228,1,1,1,94,2,6,4,11,4,1,1,0,0,0,-40,0.0029997
1403,13882.6666666004,1,1,1,94,2,6,4,3,5,1,1,1,0,1,-18,0.0049688
1404,13902.7999999334,1,1,2,98,1,10,9,11,10,1,1,1,1,1,976,0.002966
1405,13916.177777711,1,1,1,92,1,4,3,6,3,0,0,0,1,0,1000,0.0029598
1406,13922.9333332664,1,1,2,97,1,9,8,6,8,0,0,0,2,0,2000,0.0029024
1407,13927.6888888219,1,2,2,98,2,10,8,29,10,2,2,2,0,2,-32,0.0069691
1408,13973.4222221546,1,3,1,92,1,4,3,29,4,3,1,1,0,1,-92,0.0069326
1409,13983.2444443767,1,3,1,93,0,5,5,31,5,1,1,0,0,0,-40,0.0029971
1410,13983.5111110433,1,2,1,92,0,4,4,21,4,1,1,0,0,0,-40,0.0035401
1411,13993.5999999321,1,2,1,90,1,4,3,29,4,1,1,1,0,1,-19,0.0029717
1412,14003.3777777097,1,2,1,91,1,6,5,8,6,1,1,1,0,1,-26,0.0029715
1413,14003.6888888208,1,1,1,89,0,4,4,6,4,0,0,0,1,0,1000,0.0030189
1414,14008.3555554874,1,2,1,89,0,4,4,21,4,0,0,0,1,0,1000,0.0020003
1415,14011.8666665985,1,2,1,89,0,4,4,21,4,0,0,0,1,0,1000,0.0030003
1416,14013.4666665984,1,2,2,95,0,10,10,21,10,0,0,0,2,0,2000,0.0029481
1417,14019.8666665984,1,3,2,94,0,10,10,33,10,1,1,0,1,0,960,0.0039995
1418,14029.3333332649,1,2,1,90,0,5,5,22,5,0,0,0,1,0,1000,0.0020923
1419,14031.3777777093,1,3,1,91,0,5,5,35,5,0,0,0,1,0,1000,0.0019935
1420,14033.5999999315,1,3,1,91,0,5,5,35,5,0,0,0,2,0,2000,0.0030273
1421,14033.8666665982,1,3,2,95,0,9,9,35,9,0,0,0,3,0,3000,0.002582
1422,14042.4888888202,1,3,2,95,1,9,8,36,9,1,1,1,2,1,1980,0.0059706
1423,14042.8888888202,1,3,1,90,0,4,4,26,4,0,0,0,2,0,2000,0.0030001
1424,14043.6888888202,1,3,1,90,0,4,4,26,4,0,0,0,3,0,3000,0.0029702
1425,14052.5333332645,1,6,1,90,0,3,3,48,3,0,0,0,3,0,3000,0.0029768
1426,14053.777777709,1,6,1,90,0,3,3,48,3,0,0,0,4,0,4000,0.0039658
1427,14054.4444443756,1,7,1,92,1,4,3,54,4,2,2,1,2,1,1935,0.0059123
1428,14065.9555554866,1,6,1,91,1,4,3,47,4,2,2,1,0,1,-43,0.0040124
1429,14073.911111042,1,4,1,92,1,5,4,38,5,1,1,1,0,1,-22,0.0039688
1430,14074.0888888198,1,2,1,91,1,4,3,24,4,1,1,1,0,1,-14,0.003983
1431,14094.2222221528,1,2,1,94,1,5,4,16,5,1,1,1,0,1,-22,0.0039764
1432,14104.3111110416,1,2,1,93,0,5,5,13,5,0,0,0,1,0,1000,0.0029706
1433,14112.0444443748,1,3,1,93,0,5,5,17,5,1,1,0,0,0,-40,0.002968
1434,14134.2222221522,1,5,1,93,1,5,4,34,5,1,1,1,0,1,-17,0.0029955
1435,14134.4888888189,1,3,1,93,0,5,5,14,5,0,0,0,1,0,1000,0.0027484
1436,14135.0666665967,1,4,1,94,0,5,5,21,5,1,1,0,0,0,-40,0.0029682
1437,14174.4444443739,1,5,1,96,2,6,4,43,6,2,1,2,0,2,-24,0.0110145
1438,14174.7111110405,1,3,1,94,0,4,4,26,4,0,0,0,1,0,1000,0.0030313
1439,14181.1555554849,1,3,1,94,0,4,4,26,4,0,0,0,1,0,1000,0.0038445
1440,14184.5333332626,1,4,2,99,0,9,9,37,9,1,1,0,1,0,960,0.0020286
1441,14192.6666665958,1,3,1,92,1,4,3,10,4,1,1,1,0,1,-26,0.0020334
1442,14204.6666665957,1,3,1,94,1,6,5,22,6,1,1,1,0,1,-20,0.0030431
1443,14224.7999999287,1,2,1,94,0,6,6,21,6,0,0,0,1,0,1000,0.0039711
1444,14224.9777777065,1,2,2,97,0,9,9,21,9,0,0,0,2,0,2000,0.0039682
1445,14227.2444443731,1,2,2,97,0,9,9,21,9,0,0,0,2,0,2000,0.0029442
1446,14238.7555554841,1,2,2,97,1,9,8,9,8,1,1,0,1,0,960,0.0040025
1447,14250.266666595,1,2,1,93,2,5,3,22,5,1,1,2,0,2,13,0.0069716
1448,14254.977777706,1,1,1,92,0,4,4,15,4,0,0,0,1,0,1000,0.0020041
1449,14255.1555554838,1,1,2,97,0,9,9,15,9,0,0,0,2,0,2000,0.00197
1450,14261.7777777059,1,2,2,96,0,8,8,23,8,0,0,0,2,0,2000,0.0039681
1451,14265.0666665948,1,2,2,96,0,8,8,23,8,0,0,0,3,0,3000,0.0029913
1452,14273.2888888169,1,2,2,98,2,10,8,24,9,1,1,1,2,1,1975,0.0090508
1453,14284.8444443723,1,1,2,97,1,9,8,15,8,0,0,0,2,0,2000,0.0038849
1454,14285.3333332612,1,1,2,97,1,9,8,15,8,0,0,0,3,0,3000,0.0030793
1455,14296.3555554832,1,2,2,96,2,9,7,15,7,1,1,0,2,0,1960,0.0079741
1456,14305.4666665942,1,1,1,93,2,6,4,15,4,0,0,0,3,0,3000,0.0039972
1457,14307.8666665942,1,2,1,93,2,6,4,20,4,1,1,0,2,0,1960,0.0039436
1458,14315.3333332607,1,1,2,97,3,10,7,15,10,1,1,3,2,3,2031,0.0070003
1459,14319.3777777051,1,1,1,91,0,4,4,22,4,1,1,0,1,0,960,0.0019664
1460,14330.8888888161,1,1,2,96,1,9,8,12,8,0,0,0,2,0,2000,0.0029707
1461,14335.6444443715,1,1,2,96,1,9,8,12,8,0,0,0,3,0,3000,0.0029682
1462,14342.4444443714,1,12,2,98,2,10,8,71,10,5,2,2,1,2,874,0.0323799
1463,14345.5555554825,1,1,1,93,0,5,5,12,5,0,0,0,2,0,2000,0.0030028
1464,14353.9555554824,1,2,1,93,0,5,5,18,5,0,0,0,2,0,2000,0.002933
1465,14355.6444443712,1,2,1,93,0,5,5,18,5,0,0,0,3,0,3000,0.0029699
1466,14355.7777777046,1,11,2,97,0,9,9,59,9,4,1,0,3,0,2840,0.0039717
1467,14365.4666665933,1,2,1,93,0,5,5,32,5,0,0,0,3,0,3000,0.0032534
1468,14375.7777777043,1,2,1,94,1,6,5,32,5,0,0,0,4,0,4000,0.0019879
1469,14376.9777777043,1,3,1,94,1,6,5,35,6,1,1,1,3,1,2966,0.0029882
1470,14388.4888888152,1,3,1,93,0,5,5,42,5,0,0,0,3,0,3000,0.0035083
1471,14395.9999999262,1,12,2,97,1,9,8,69,9,4,2,1,2,1,1864,0.007973
