decision,time,solved,pendingOrders,stationsWithCap,podsPa,podsPb,botsRa,lambda,mu,delta,epsilon,valuedLines,boundLines,valuedOrders,boundOrders,newTrips,boundUnits,objective,solveSec,qmax,rho,unitsFromSunk,unitsFromNew,inboundCoverUnits,splitsDeferred,splitsCommitted
366,3632.31111110539,1,121,1,90,2,2,11.4522534005387,17.0891880961309,0.0855657106838954,0.0114522534005387,11,1,7,1,0,1,-54.8804171084669,0.1021936,0,7.62952625710433,1,0,19,0,0
367,3638.62222221648,1,123,1,91,5,3,11.4348611111111,17.0457556935817,0.0855749567406009,0.0114348611111111,35,1,18,1,1,2,-86.0417094669702,0.0609786,0,7.62324074074071,2,0,37,0,0
368,3642.39999999424,1,121,1,91,2,3,11.4199584199584,17.0590062111801,0.0852628285356696,0.0114199584199584,15,1,9,0,1,3,-55.0845001555168,0.0985855,0,7.61858529819695,3,0,20,0,1
369,3648.71111110532,1,124,1,92,5,3,11.4106932838353,17.0277218662806,0.0852192914000312,0.0114106932838353,35,1,17,1,1,1,-76.5643853181856,0.0725898,0,7.61766504544132,1,0,37,0,0
370,3652.48888888309,1,122,1,92,2,3,11.392926084081,17.0364808006536,0.0849115181620615,0.011392926084081,9,1,7,0,0,3,-52.1652738888138,0.0815433,0,7.61104190679267,3,0,17,0,1
371,3662.57777777193,1,123,1,92,2,3,11.3698347107438,16.9845679012346,0.0849480700666563,0.0113698347107438,8,1,7,1,0,2,-43.9118685036553,0.1024303,0,7.59034482758621,2,0,14,0,0
372,3668.84444443857,1,125,1,92,5,3,11.3463917525773,16.9323076923077,0.0849976776590804,0.0113463917525773,27,1,10,1,0,2,-66.4966299205324,0.0934856,0,7.57988980716254,2,0,38,0,0
373,3672.66666666078,1,124,1,92,2,3,11.3230470536123,16.8803707609066,0.0847980265186556,0.0113230470536123,7,1,6,1,0,2,-41.2534398917276,0.1724821,0,7.56946474285496,2,0,12,0,0
374,3678.93333332742,1,125,1,92,4,3,11.2921648024818,16.8519156685355,0.084860619128292,0.0112921648024818,29,2,13,1,1,4,-80.9580829574736,0.0735601,0,7.56947310935591,3,1,32,0,0
375,3699.06666666066,1,125,1,92,5,3,11.3018490115882,16.8494029471544,0.0847899417356639,0.0113018490115882,27,1,12,1,0,2,-84.0783357181737,0.064512,0,7.55000569216756,2,0,41,0,0
376,3702.84444443842,1,123,1,92,2,3,11.2903486394557,16.8154128672744,0.0845930676439151,0.0112903486394557,6,1,5,1,0,2,-38.6951519554572,0.1704527,0,7.54743633469753,2,0,10,0,0
377,3719.19999999391,1,125,1,92,5,3,11.2729124236253,16.7727272727273,0.0846681922196796,0.0112729124236253,26,1,11,1,0,1,-73.805757220708,0.0815037,0,7.52038043478261,1,0,39,0,0
378,3733.02222221607,1,123,1,92,1,3,11.2461206896551,16.750264350453,0.0844856404801702,0.0112461206896551,8,2,6,1,1,4,-51.2562841778898,0.0695198,0,7.50248646820021,3,1,7,0,0
379,3743.11111110492,1,123,1,92,2,3,11.243012445644,16.7290606871932,0.0846865988769161,0.011243012445644,6,1,5,1,0,2,-53.5129828179828,0.0585549,0,7.49534163042934,2,0,10,0,1
380,3753.19999999376,1,122,1,92,2,3,11.2421632996633,16.7113238238238,0.0847611827141774,0.0112421632996633,5,1,4,1,0,1,-43.6091028851067,0.0569731,0,7.48973194257511,1,0,8,0,1
381,3769.46666666036,1,123,1,92,5,3,11.2358870967742,16.685628742515,0.0848484848484849,0.0112358870967742,26,1,11,1,0,3,-66.1099643428553,0.0875124,0,7.47050938337802,3,0,40,0,0
382,3773.33333332701,1,122,1,92,2,3,11.2132871379512,16.6358319628708,0.084666465439179,0.0112132871379512,4,1,3,1,0,1,-41.0726227105035,0.0605732,0,7.46051366474127,1,0,7,0,0
383,3779.5555555492,1,123,1,92,4,3,11.2073042865908,16.6108259961971,0.0847662141779789,0.0112073042865908,25,1,10,1,0,2,-78.391872249233,0.0665721,0,7.46154750631313,2,0,38,0,0
384,3789.64444443805,1,123,1,93,4,4,11.1995434619238,16.5833002596439,0.0845980465815176,0.0111995434619238,25,1,10,1,0,2,-78.2284910887888,0.0700134,0,7.45142958333331,2,0,38,0,0
385,3793.46666666025,1,122,1,93,2,4,11.178,16.5355029585799,0.0844311377245509,0.011178,3,1,2,1,0,3,-31.1101509934704,0.0722851,0,7.44207723035952,3,0,6,0,1
386,3809.77777777129,1,122,1,93,4,4,11.1556886227545,16.4867256637168,0.084542869968577,0.0111556886227545,24,1,9,1,0,2,-60.6549945822191,0.1745266,0,7.41246684350133,2,0,36,0,0
387,3813.5999999935,1,122,1,93,2,4,11.1334661354582,16.4382352941176,0.0843894438646191,0.0111334661354582,2,1,1,1,0,2,-28.6061480225179,0.0775139,0,7.40264900662252,2,0,3,0,1
388,3829.91111110454,1,121,1,93,3,4,11.1259636624696,16.4116120886282,0.0845133402891638,0.0111259636624696,18,1,8,1,0,3,-75.5450033692812,0.0805834,0,7.38306031955436,3,0,27,0,0
389,3839.99999999339,1,121,1,94,3,5,11.1162781084656,16.3818835282651,0.0844358555076557,0.0111162781084656,23,1,12,1,1,2,-67.2848226210089,0.0885808,0,7.37184758771928,2,0,24,0,0
390,3863.86666665995,1,121,1,94,2,5,11.1168316831683,16.3673469387755,0.0842962962962963,0.0111168316831683,11,1,9,1,1,1,-15.6862688051829,0.160024,0,7.33856209150327,0,1,1,0,0
391,3870.17777777103,1,121,1,93,3,4,11.098814229249,16.3255813953488,0.0843070551693536,0.011098814229249,16,1,6,1,0,1,-55.8019739117323,0.1185487,0,7.33159268929504,1,0,22,0,0
392,3873.9555555488,1,121,1,93,3,4,11.0828402366864,16.2869565217391,0.0842555703113472,0.0110828402366864,10,1,9,1,0,2,-46.8920307139654,0.0825478,0,7.32594524119948,2,0,16,0,0
393,3884.04444443764,1,121,1,93,2,4,11.0864867748735,16.2772696001033,0.0842787682333874,0.0110864867748735,9,1,8,1,0,2,-44.5752391089568,0.102509,0,7.32371298002048,2,0,14,0,0
394,3890.31111110428,1,121,1,93,3,4,11.0964303721287,16.2768964248228,0.0843143025309005,0.0110964303721287,16,1,7,1,0,1,-57.1079961599265,0.1455173,0,7.33517280443315,1,0,22,0,0
395,3894.13333332649,1,121,1,93,2,5,11.0843137254902,16.2442528735632,0.0842630651790957,0.0110843137254902,8,1,7,1,0,2,-42.2066124354647,0.1294945,0,7.33203631647212,2,0,12,0,0
396,3900.39999999313,1,121,1,93,3,5,11.0760761711025,16.2174066574023,0.0843108504398827,0.0110760761711025,16,1,6,1,0,2,-48.2751265663506,0.1265521,0,7.33144420133859,2,0,23,0,1
397,3910.48888888197,1,120,1,93,2,5,11.0356760700388,16.2066785714284,0.0842598010532475,0.0110356760700388,23,3,12,1,2,4,-50.3696988702178,0.1185806,0,7.32860142118857,2,2,13,0,0
398,3920.57777777082,1,120,1,92,4,4,11.0673250378296,16.2531573412698,0.084414637702289,0.0110673250378296,20,2,11,1,0,3,-68.957449478092,0.0666037,0,7.33067663588201,3,0,26,1,0
399,3924.31111110413,1,120,2,92,6,4,11.0565057832913,16.2225084854559,0.0844599505742114,0.0110565057832913,26,3,15,2,0,6,-105.221026105643,0.1870155,0,7.32831464400906,6,0,36,1,0
400,3924.35555554858,1,120,1,92,4,4,11.0567287246793,16.2228355931905,0.0845763939174511,0.0110567287246793,20,2,11,1,0,3,-68.9226409576241,0.0685407,0,7.31904279332886,3,0,26,1,0
401,3944.44444443738,1,120,2,92,4,4,11.0981828629224,16.285718762022,0.0846209386281589,0.0110981828629224,19,3,12,2,0,5,-117.357428102996,0.17252,0,7.36089465172059,5,0,26,0,1
402,3950.75555554846,1,119,1,93,3,5,11.0717317411562,16.263560749721,0.0848214285714286,0.0110717317411562,21,2,7,1,1,4,-65.5202175242119,0.0939957,0,7.36227686112689,3,1,17,0,0
403,3954.53333332623,1,119,1,92,1,4,11.0599239428568,16.2316066879673,0.0848528356066044,0.0110599239428568,3,1,3,1,0,2,-46.7420475820162,0.0699692,0,7.35915756606436,2,0,4,0,0
404,3974.66666665947,1,119,1,93,1,5,11.0769077266921,16.2419826779024,0.0849598163030999,0.0110769077266921,2,1,2,1,0,1,-37.0707750276126,0.0769688,0,7.34707221516298,1,0,2,0,0
405,3980.93333332611,1,119,1,93,4,5,11.0739489058848,16.2231800497976,0.0850789096126255,0.0110739489058848,20,1,6,1,0,1,-59.5808125439859,0.0732032,0,7.34984172306822,1,0,24,0,0
406,3994.79999999272,1,119,1,93,1,5,11.0553435114504,16.1815642458101,0.0849785407725322,0.0110553435114504,1,1,1,1,0,1,-34.6380900345113,0.0705409,0,7.32364096080911,1,0,1,0,0
407,4001.06666665936,1,119,1,93,4,5,11.0342857142857,16.1364902506964,0.0851094264053783,0.0110342857142857,20,1,5,1,0,2,-50.6451980039994,0.0974889,0,7.31439393939394,2,0,24,0,1
408,4014.93333332596,1,118,1,93,1,5,11.0133079847909,16.0916666666667,0.085009271145343,0.0110133079847909,6,1,3,1,1,1,-15.328603278882,0.1940397,0,7.28679245283019,0,1,0,0,0
409,4021.1999999926,1,117,1,93,4,4,10.9943364563567,16.0499039127424,0.0850790936297563,0.0109943364563567,19,1,4,1,0,2,-48.108665521487,0.0955464,0,7.27891370917086,2,0,22,0,0
410,4045.11111110361,1,118,1,93,2,4,10.9924242424242,16.0331491712707,0.0849914724275156,0.0109924242424242,5,1,2,1,0,1,-32.212454500021,0.0875766,0,7.24594257178527,1,0,6,0,1
411,4065.24444443686,1,117,1,93,2,4,10.9716516210997,15.9889909299221,0.0850731430194575,0.0109716516210997,4,1,1,1,0,1,-29.8420651399833,0.1065717,0,7.2099424938655,1,0,5,0,0
412,4071.46666665905,1,117,1,93,3,4,10.9648296645702,15.9652739621489,0.085166784953868,0.0109648296645702,20,1,4,1,0,1,-56.0827793436551,0.085538,0,7.21012372484144,1,0,22,0,0
413,4085.3777777701,1,117,1,93,2,5,10.9398565931611,15.9452156371554,0.0850672328379335,0.0109398565931611,17,2,5,1,2,2,-21.2317841234979,0.1136119,0,7.19407133196753,1,1,4,0,0
414,4091.5999999923,1,117,1,92,2,4,10.9508857694983,15.9476014074935,0.0851454391414855,0.0109508857694983,13,1,3,1,0,1,-48.112907433781,0.1484796,0,7.20595322857113,1,0,15,0,0
415,4095.46666665895,1,117,1,92,3,4,10.9380835804203,15.9153586701483,0.0851303735024665,0.0109380835804203,8,1,2,1,0,1,-34.8173606059786,0.1067441,0,7.2021413464173,1,0,10,0,0
416,4101.64444443676,1,117,1,92,2,4,10.9112918768427,15.8925338206188,0.0851752780515275,0.0109112918768427,19,2,5,1,1,3,-43.3633987097084,0.1305212,0,7.202527642842,2,1,14,0,0
417,4105.51111110345,1,117,1,92,2,4,10.9322348327807,15.923037691224,0.0852288682954226,0.0109322348327807,7,2,1,0,0,4,-42.3389628114577,0.0941115,0,7.20747585531418,4,0,9,1,0
418,4115.55555554795,1,117,1,92,2,4,10.9273388576812,15.9616142121684,0.085425725908262,0.0109273388576812,7,3,1,1,0,5,-67.2338152025712,0.1135735,0,7.22679220158301,5,0,9,0,1
419,4121.68888888132,1,118,1,92,3,5,10.9302700617285,15.9522860360362,0.085762331838565,0.0109302700617285,16,1,4,1,0,3,-45.1815252906165,0.0870367,0,7.23326695261446,3,0,21,0,0
420,4125.59999999246,1,118,1,92,2,5,10.9133645961462,15.9435137765802,0.0857102908277405,0.0109133645961462,7,2,1,1,1,2,-25.3703856537765,0.1759945,0,7.23995546035647,1,1,4,0,0
421,4135.64444443696,1,118,1,91,3,4,10.8985080649737,15.9376031917895,0.0859058527727336,0.0108985080649737,17,2,6,1,1,2,-23.6004542547844,0.1890936,0,7.23905786000695,1,1,5,0,0
422,4141.73333332588,1,118,1,90,3,3,10.8847069954129,15.9039284517426,0.0859810479375697,0.0108847069954129,14,1,3,1,0,1,-41.7933114145714,0.1053229,0,7.23434794207318,1,0,17,0,0
423,4161.77777777045,1,118,1,90,3,3,10.9336922780153,15.962021347049,0.0859527121001391,0.0109336922780153,13,1,2,1,0,1,-39.6432385456447,0.1066421,0,7.24489803858778,1,0,16,0,0
424,4171.82222221495,1,118,1,91,3,4,10.9586459461825,15.9850115534983,0.0859364153824795,0.0109586459461825,12,1,1,1,0,1,-37.3956348396716,0.0805465,0,7.25711783603129,1,0,15,0,0
425,4175.68888888164,1,118,1,91,3,4,10.9555298658985,15.9671020385968,0.0859320859320859,0.0109555298658985,19,1,7,1,1,1,-43.2274335565437,0.1305714,0,7.25952885914438,1,0,17,0,0
426,4185.73333332614,1,118,1,91,3,4,10.9553439615238,15.9535380235452,0.0858446226154271,0.0109553439615238,13,1,2,1,0,1,-39.6615286254056,0.1405517,0,7.25510715907908,1,0,16,0,0
427,4201.86666665957,1,118,1,91,2,5,10.9419237749546,15.9497354497355,0.0858286187387885,0.0109419237749546,25,2,6,1,1,3,-29.2837214556546,0.1885554,0,7.24639423076923,1,2,15,0,0
428,4205.77777777071,1,118,1,90,3,4,10.9347680083088,15.9261001070883,0.0858085808580858,0.0109347680083088,13,1,1,1,0,1,-38.2137984591012,0.1074869,0,7.24608876420946,1,0,16,0,0
429,4211.91111110408,1,118,1,90,3,4,10.9088195210479,15.9039105648961,0.0857927247769389,0.0109088195210479,23,2,5,1,0,4,-70.3299549903751,0.0996467,0,7.24638610870566,4,0,30,0,0
430,4215.82222221521,1,118,1,90,3,4,10.8900900900901,15.9052631578947,0.0857963875205255,0.0108900900900901,11,1,0,0,0,1,-27.5191494575183,0.1075158,0,7.23832335329342,1,0,14,0,1
431,4221.95555554858,1,119,1,90,3,4,10.8796238009593,15.8768263342083,0.0858040715944801,0.0108796238009593,20,1,4,1,0,2,-48.7060392151802,0.0895464,0,7.23573066188202,2,0,25,0,0
432,4235.86666665977,1,119,1,90,2,4,10.8985232949566,15.9330117461701,0.0857064995230958,0.0108985232949566,9,1,0,0,0,3,-40.1430308141157,0.091579,0,7.23537243777211,3,0,12,0,1
433,4245.91111110428,1,120,1,91,2,5,10.9180480884111,15.99021216098,0.0857376156777354,0.0109180480884111,13,1,4,0,1,2,-33.1847504926598,0.1025143,0,7.24407946888629,2,0,9,0,1
434,4251.9999999932,1,121,1,92,2,6,10.9123865437068,16.0105618843362,0.0857220486346964,0.0109123865437068,19,1,7,0,1,3,-50.1739518765591,0.0836096,0,7.24468417806663,3,0,17,0,1
435,4282.04444443782,1,122,1,88,2,6,10.976324404762,16.0909467713789,0.0856368563685637,0.010976324404762,13,1,3,1,0,2,-41.2142352859644,0.0946079,0,7.24851611635227,2,0,15,0,0
436,4285.95555554896,1,122,1,88,2,6,10.9567228963469,16.0774889497309,0.0856215338834032,0.0109567228963469,14,2,4,1,1,3,-42.8354637363463,0.0996121,0,7.25286015046753,2,1,9,0,0
437,4292.08888888233,1,122,1,86,2,5,10.9720825041665,16.0866730464733,0.0857297151343324,0.0109720825041665,12,1,2,1,0,1,-38.8793584473872,0.0935967,0,7.26739111746559,1,0,13,0,0
438,4305.99999999352,1,122,1,86,3,5,11.0775887536573,16.2279482001629,0.0857258390618682,0.0110775887536573,12,1,3,1,0,2,-40.6437679706418,0.1009487,0,7.32445493207823,2,0,14,0,0
439,4322.13333332695,1,122,1,86,1,5,11.1205610797007,16.277505207334,0.085721975508007,0.0111205610797007,8,1,3,1,0,2,-51.6452183364218,0.0915544,0,7.34008996498938,2,0,9,0,0
440,4336.04444443814,1,122,1,88,2,7,11.1515870294163,16.3383716942611,0.0857642156203791,0.0111515870294163,20,2,10,1,1,2,-46.7053721011193,0.1225481,0,7.36082636283941,1,1,12,0,0
441,4342.17777777151,1,121,1,88,1,6,11.1601801580746,16.3375833241917,0.0858023863788712,0.0111601801580746,7,1,2,1,0,1,-42.1027312912934,0.0970975,0,7.37090968579812,1,0,7,0,0
442,4346.08888888265,1,122,1,89,3,6,11.1350079800195,16.3581302799256,0.0858558799892848,0.0111350079800195,19,2,9,0,0,2,-58.6916891981789,0.1106346,0,7.3716080703962,2,0,22,0,1
443,4356.13333332715,1,123,1,89,3,6,11.1859688912135,16.4195070356887,0.0859051436205745,0.0111859688912135,18,1,9,1,0,2,-55.3675815807448,0.1414892,0,7.40114511805669,2,0,21,0,0
444,4366.17777777166,1,123,1,90,3,6,11.2375364219115,16.4817200854701,0.0858323337331734,0.0112375364219115,17,1,8,1,0,2,-53.1916601563585,0.2051515,0,7.43106454720619,2,0,19,0,0
445,4372.22222221614,1,122,1,90,1,6,11.1981497623566,16.4965070667964,0.0857712765957447,0.0111981497623566,18,4,5,1,2,7,-47.490348355454,0.1165771,0,7.44819198974295,3,4,9,0,0
446,4392.2666666607,1,122,1,89,3,5,11.3266961401033,16.6722032470398,0.0860971079862032,0.0113266961401033,14,1,4,1,0,1,-52.6014769877547,0.122036,0,7.51207318717196,1,0,15,0,0
447,4396.22222221628,1,123,1,89,2,5,11.3399846813728,16.6781454092455,0.0860699152542373,0.0113399846813728,10,1,7,1,0,1,-53.0513593426795,0.0985832,0,7.5252711203599,1,0,11,0,0
448,4412.31111110526,1,122,1,90,3,5,11.3866296402543,16.7909437080907,0.0860883364189368,0.0113866296402543,27,3,11,1,2,3,-43.7759000143107,0.2381255,0,7.56937279289214,1,2,14,0,0
449,4416.26666666084,1,123,1,89,2,3,11.3921132822091,16.7853415955587,0.0861773619712742,0.0113921132822091,9,1,6,1,0,1,-50.9468547598752,0.1270259,0,7.57738277742363,1,0,10,0,0
450,4422.35555554977,1,122,1,88,5,3,11.3837391988521,16.788140636691,0.0862068965517241,0.0113837391988521,23,2,9,1,0,2,-79.5750170274591,0.0710708,0,7.58915946590142,2,0,32,0,0
451,4426.31111110534,1,123,1,89,2,3,11.3803244961487,16.7694957940731,0.0862091589030311,0.0113803244961487,8,1,6,1,0,1,-49.9403139070462,0.0932312,0,7.5912084723455,1,0,9,0,0
452,4436.35555554985,1,123,1,89,2,3,11.4149806572074,16.8069815706622,0.0862498361515271,0.0114149806572074,7,1,5,1,0,1,-40.0255867536679,0.0724863,0,7.60998710480494,1,0,8,0,0
453,4442.39999999433,1,123,1,89,5,3,11.3996344652831,16.7994613172592,0.0863017286537454,0.0113996344652831,19,2,6,1,0,5,-63.8250922172344,0.1056137,0,7.61702848362095,5,0,30,0,0
454,4446.39999999435,1,123,1,90,2,3,11.404858517261,16.7936541666669,0.0863487916394513,0.011404858517261,6,1,4,1,0,1,-37.5650135169517,0.0815052,0,7.62481460461607,1,0,7,0,1
455,4452.44444443883,1,122,1,89,5,3,11.4205753949572,16.8033403566702,0.0864116956010965,0.0114205753949572,17,1,5,1,0,4,-49.9703629162751,0.16779,0,7.63961392633191,4,0,25,0,0
456,4456.44444443886,1,122,1,90,1,3,11.4227375067891,16.7931290211751,0.0863506121385778,0.0114227375067891,2,1,2,1,0,3,-53.6892058589088,0.0983116,0,7.64534299718276,3,0,4,0,0
457,4466.48888888336,1,122,1,91,1,4,11.4350669940776,16.7979147903075,0.0864583333333333,0.0114350669940776,1,1,1,1,0,1,-35.9547906882188,0.1045735,0,7.64921995536035,1,0,1,0,0
458,4486.53333332792,1,122,1,92,1,4,11.456228956229,16.8440594059406,0.0865772685848197,0.011456228956229,8,2,2,1,1,2,-16.0225048886494,0.1359983,0,7.6546681664792,0,2,0,0,0
459,4492.48888888351,1,122,1,90,5,3,11.4445963579761,16.8136662543106,0.086747301339576,0.0114445963579761,16,1,4,1,0,2,-47.6454147202826,0.1896132,0,7.65116273370315,2,0,21,0,1
460,4506.57777777249,1,121,1,90,2,3,11.4647384246314,16.8300101011831,0.0866969500324465,0.0114647384246314,6,1,1,1,0,3,-33.3681664536175,0.0865454,0,7.65171791834304,3,0,10,0,0
461,4516.62222221699,1,121,1,90,2,4,11.4808524621682,16.8686726594019,0.0867591752042537,0.0114808524621682,17,2,5,1,1,3,-25.5011706269743,0.2944807,0,7.67100533226432,1,2,7,0,0
462,4526.66666666149,1,121,1,89,3,3,11.4814846579219,16.8845362616498,0.0868271221532091,0.0114814846579219,15,2,4,1,0,3,-57.412362228807,0.1738525,0,7.67992284810829,3,0,20,0,0
463,4556.71111110611,1,121,1,90,3,4,11.6095757071549,17.0595476772618,0.0869172155495286,0.0116095757071549,13,1,3,1,0,2,-43.8553937518776,0.1657997,0,7.72686046511635,2,0,17,0,0
464,4566.75555555062,1,121,1,90,2,4,11.6293810269641,17.1036994128277,0.0869004641567818,0.0116293810269641,13,2,3,1,1,3,-45.3988067832102,0.2250052,0,7.748637303049,2,1,15,0,0
465,4582.53333332849,1,121,1,90,2,4,11.6795377576268,17.1925069181612,0.0870124855193719,0.0116795377576268,16,2,8,1,1,5,-56.2838422852747,0.1085231,0,7.78207086273594,3,2,13,0,0
466,4586.79999999518,1,121,1,90,3,4,11.6826320132015,17.1836771844662,0.0870905587668593,0.0116826320132015,12,1,2,1,0,1,-41.6497234478306,0.2495617,0,7.78842134213431,1,0,15,0,0
467,4602.57777777305,1,121,1,90,3,4,11.7157321109488,17.247373180283,0.0870847761959728,0.0117157321109488,13,2,5,1,0,3,-58.1157318246847,0.1530275,0,7.81048807396587,3,0,17,0,0
468,4616.8444444398,1,121,1,91,3,4,11.7476806239738,17.2810084541065,0.0871959026888604,0.0117476806239738,21,1,6,1,1,1,-42.174716789894,0.1637625,0,7.81894808743177,1,0,14,0,0
469,4642.62222221773,1,121,1,91,2,5,11.8150646061022,17.3667214692105,0.0870897714212744,0.0118150646061022,18,1,7,1,1,2,-60.5525450459021,0.0689701,0,7.83390153230692,2,0,12,0,0
470,4662.6666666623,1,121,1,92,2,6,11.8434246525257,17.4234997291964,0.0870174544527965,0.0118434246525257,19,2,8,1,1,3,-43.6372912230697,0.0984875,0,7.8443461984261,2,1,10,0,0
471,4666.88888888454,1,121,1,91,2,5,11.7910191458397,17.3896325532168,0.0870615149974581,0.0117910191458397,17,3,9,1,1,4,-58.2870750748797,0.1345371,0,7.83943435101773,3,1,9,0,0
472,4696.93333332917,1,121,1,90,3,4,11.8860419480462,17.5447078515419,0.0872542802790108,0.0118860419480462,14,2,8,1,0,3,-72.5765855002394,0.1028542,0,7.87721577008004,3,0,20,0,0
473,4702.71111110698,1,121,1,90,3,4,11.8605367383515,17.5501975603292,0.0873528294720851,0.0118605367383515,26,3,10,1,1,4,-74.1700624327096,0.0819665,0,7.89005662851712,3,1,20,0,0
474,4716.97777777373,1,121,1,88,3,3,11.8906384658708,17.6094693470753,0.0874447949526814,0.0118906384658708,12,2,7,1,0,2,-61.2258200431811,0.0901963,0,7.91013596339211,2,0,17,0,0
475,4722.75555555154,1,121,1,88,4,3,11.8828369362206,17.584340644336,0.0875645709965982,0.0118828369362206,23,1,9,1,0,2,-64.8275482077503,0.0715131,0,7.90919595220669,2,0,28,0,1
476,4727.02222221823,1,120,1,88,3,3,11.8780200852228,17.5637074245949,0.0874371859296482,0.0118780200852228,10,1,6,1,0,1,-54.4837125719426,0.1195477,0,7.91022895750165,1,0,15,0,0
477,4737.06666666274,1,120,1,88,3,3,11.8735327118586,17.5717056208593,0.0874529485570891,0.0118735327118586,13,2,6,1,1,3,-49.5483797330239,0.114008,0,7.91568847457239,2,1,14,0,0
478,4762.79999999622,1,120,1,89,4,2,11.9077698098511,17.636979812704,0.0875610672679444,0.0119077698098511,28,2,13,1,1,3,-62.4557024808289,0.0669671,0,7.9216943226552,2,1,26,0,0
479,4787.11111110748,1,116,1,88,4,2,11.9981370463602,17.757242828613,0.0875046810635376,0.0119981370463602,11,1,5,1,0,2,-46.5860759297253,0.1580577,0,7.95240063452112,2,0,17,0,0
480,4792.84444444084,1,120,1,88,4,2,11.9982919299923,17.7439528542139,0.087509349289454,0.0119982919299923,24,1,12,1,0,1,-79.07995386755,0.0616166,0,7.95676201673172,1,0,30,0,0
481,4802.88888888535,1,120,1,89,4,2,11.9968511181547,17.7283678116056,0.0873726075068357,0.0119968511181547,23,1,11,1,0,1,-76.3726051131881,0.0620297,0,7.95169438608781,1,0,29,0,0
482,4817.1555555521,1,116,1,89,2,3,12.0457937763715,17.7872468847355,0.0872474903953402,0.0120457937763715,16,1,7,1,1,3,-65.9676064776945,0.145066,0,7.97166666666678,3,0,13,0,1
483,4827.1999999966,1,115,1,89,2,4,12.0734058251907,17.8146057980087,0.0871985157699443,0.0120734058251907,15,1,6,1,1,2,-54.4921058884488,0.1145127,0,7.98585777152114,2,0,10,0,0
484,4832.93333332997,1,119,1,89,4,4,12.0774834969039,17.8072663652025,0.0871604938271605,0.0120774834969039,22,1,10,1,0,1,-74.0928215228981,0.068005,0,7.99282310755437,1,0,28,0,0
485,4842.97777777447,1,119,1,89,4,4,12.0564006813418,17.7908836040218,0.0870475252400886,0.0120564006813418,28,2,11,1,1,5,-81.9514199908145,0.0835676,0,7.98736545138895,4,1,28,0,0
486,4847.24444444117,1,115,1,88,2,3,12.0484851408514,17.7659375803758,0.0869938650306748,0.0120484851408514,5,1,2,1,0,1,-43.6212901260205,0.1540486,0,7.98635279367568,1,0,8,0,0
487,4853.02222221898,1,119,1,88,5,3,12.0548205232402,17.7620681150745,0.0870631514408338,0.0120548205232402,26,1,10,1,0,3,-70.1426188811152,0.0735458,0,7.99477702061046,3,0,33,0,1
488,4867.28888888573,1,115,1,89,2,3,12.0720496435403,17.7742850742448,0.0869086908690869,0.0120720496435403,4,1,1,1,0,1,-41.0646515750707,0.0965448,0,7.99382354634429,1,0,7,0,0
489,4887.33333333029,1,115,1,90,2,4,12.0920360018105,17.8183794877253,0.0869883934025657,0.0120920360018105,10,2,2,1,1,3,-26.1514635975623,0.1291599,0,7.99896292792624,2,1,6,0,0
490,4893.06666666366,1,118,1,89,4,3,12.0921351041787,17.8053915983549,0.0871262965222697,0.0120921351041787,25,1,9,1,0,1,-75.7362319063439,0.0635447,0,8.00324818235336,1,0,30,0,0
491,4917.37777777491,1,115,1,88,3,3,12.1019186046512,17.8620995423342,0.0869829683698297,0.0121019186046512,11,3,2,1,1,3,-41.4269675319381,0.147689,0,8.00588461538465,2,1,10,0,0
492,4933.11111110834,1,118,1,87,4,2,12.1040101022268,17.8520331644715,0.0872311991252582,0.0121040101022268,25,1,9,1,0,1,-75.8890306995646,0.0775718,0,7.9950823374627,1,0,31,0,0
493,4937.42222221948,1,115,1,88,4,2,12.0995021089636,17.8322958189053,0.0870881782945736,0.0120995021089636,10,1,1,1,0,1,-39.5015517756144,0.0926117,0,7.99630016802804,1,0,12,0,0
494,4947.46666666398,1,115,1,89,4,2,12.0804215412125,17.8186217732885,0.087103798693443,0.0120804215412125,20,2,4,1,1,3,-30.8128832119171,0.153079,0,7.99204238557281,1,2,11,0,0
495,4957.51111110848,1,115,1,88,4,1,12.094261924264,17.8260096389379,0.0871349263818489,0.012094261924264,19,1,3,1,0,2,-52.1154578534326,0.179146,0,7.99722304249402,2,0,24,0,0
496,4967.55555555299,1,115,1,88,4,2,12.1006470932659,17.8224462844256,0.0870559903672486,0.0121006470932659,19,1,2,1,0,2,-50.5524116784051,0.0995406,0,7.9974835103717,2,0,24,0,0
497,4973.15555555302,1,118,1,88,4,2,12.0853897904733,17.8143556053704,0.086977414704469,0.0120853897904733,24,2,7,1,1,3,-63.6540667819135,0.1126014,0,8.00381291397473,2,1,28,0,0
498,4983.19999999753,1,118,1,88,5,1,12.0990953109074,17.8216403903906,0.0869669381887877,0.0120990953109074,23,1,6,1,0,2,-60.9550075646132,0.1421271,0,8.00891531713909,2,0,28,0,0
499,5007.59999999767,1,116,1,90,3,3,12.1440452859174,17.9022330507007,0.0868474495281328,0.0121440452859174,26,2,4,1,1,4,-50.4181515072953,0.1015467,0,8.02265227347614,2,2,25,0,0
500,5013.24444444215,1,118,1,89,3,2,12.1588377774022,17.9111130487741,0.0868167202572347,0.0121588377774022,17,1,6,1,1,1,-46.8484976866495,0.0675135,0,8.03657587500329,1,0,13,0,0
