decision,time,solved,pendingOrders,stationsWithCap,podsPa,podsPb,botsRa,lambda,mu,delta,epsilon,valuedLines,boundLines,valuedOrders,boundOrders,newTrips,boundUnits,objective,solveSec
989,11161.06666664,1,98,1,87,5,2,27.5425918637065,42.0708723499534,0.920035938903863,0.0275425918637065,42,1,22,1,2,2,-1866.45670377228,0.1445161
990,11171.2444444176,1,90,1,86,3,1,27.5615631056512,42.084498680857,0.919282511210762,0.0275615631056512,29,1,15,1,1,1,-1296.73139662539,0.162026
991,11181.199999973,1,95,1,85,5,1,27.5736085462047,42.0875649434159,0.919354838709677,0.0275736085462047,35,2,16,1,1,3,-1497.26630450714,0.1335205
992,11181.3333333063,1,81,1,84,3,0,27.536119753376,42.0440859037321,0.920250896057348,0.027536119753376,20,1,12,1,0,1,-976.672565434646,0.0070002
993,11201.333333306,1,98,1,88,5,1,27.5931782620265,42.1159036630931,0.921146953405018,0.0275931782620265,31,1,16,1,1,1,-1377.18188306556,0.1570253
994,11201.4666666394,1,85,1,88,3,1,27.5747180477918,42.072466758513,0.91875,0.0275747180477918,28,2,13,1,1,2,-1186.81707566942,0.1400372
995,11211.5555555281,1,86,1,89,4,1,27.569137777948,42.0776861253764,0.918822479928635,0.027569137777948,32,1,15,1,1,1,-1371.20677767786,0.145506
996,11221.6444444169,1,86,1,89,4,1,27.5662761162148,42.0580959842354,0.918076580587711,0.0275662761162148,31,1,14,1,1,1,-1307.85370217998,0.1650692
997,11261.6444444163,1,103,1,89,4,2,27.6116277417167,42.1120737570208,0.918967052537845,0.0276116277417167,36,3,17,1,2,6,-1529.65417282861,0.099581
998,11271.733333305,1,103,1,88,6,1,27.5719045014524,42.0940699090236,0.919928825622776,0.0275719045014524,40,1,20,1,1,1,-1744.64436335968,0.1410266
999,11271.9111110828,1,90,1,88,3,1,27.5533299301274,42.0505317657488,0.92,0.0275533299301274,25,2,12,1,1,4,-1061.8472477366,0.1406086
1000,11281.9999999715,1,90,1,88,3,1,27.5364382826959,42.0823601788899,0.920888888888889,0.0275364382826959,23,1,11,1,1,1,-977.054115159873,0.1616121
1001,11321.9999999709,1,102,1,89,5,1,27.6071804911675,42.1752328924628,0.921777777777778,0.0276071804911675,32,1,18,1,1,3,-1498.63875662358,0.1585469
1002,11322.2222221932,1,94,1,89,3,1,27.5885348129375,42.1315515984631,0.921777777777778,0.0275885348129375,27,1,12,1,1,1,-1137.13583913296,0.169054
1003,11332.3111110819,1,93,1,88,4,1,27.5824874166206,42.1071549300652,0.921847246891652,0.0275824874166206,32,1,13,1,1,1,-1305.74564570525,0.1585196
1004,11342.3999999707,1,93,1,87,3,1,27.5898391216872,42.1032440763248,0.922735346358792,0.0275898391216872,29,2,13,1,1,2,-1219.9091535293,0.2195436
1005,11352.4888888594,1,93,1,87,4,1,27.5795671675,42.1011706916988,0.921169176262179,0.0275795671675,33,1,16,1,1,3,-1433.4722968662,0.1555154
1006,11362.5777777481,1,93,1,87,4,1,27.5785533511205,42.0845283985914,0.921238938053097,0.0275785533511205,32,1,15,1,1,2,-1369.09647963082,0.1390525
1007,11372.2666666369,1,101,1,86,4,0,27.5909591826767,42.0883894489637,0.92212389380531,0.0275909591826767,22,1,12,1,0,1,-1030.91268180264,0.0070081
1008,11382.7111110812,1,93,1,88,4,2,27.6024457619471,42.0908664627201,0.923008849557522,0.0276024457619471,35,1,18,1,2,1,-1543.40329065331,0.1420241
1009,11392.3999999699,1,99,1,88,4,1,27.6140853858761,42.1372609985723,0.923893805309735,0.0276140853858761,30,2,16,1,1,2,-1368.72548404514,0.1180285
1010,11392.7999999699,1,90,1,86,4,0,27.578259116777,42.096140600013,0.921516754850088,0.027578259116777,22,1,13,1,0,1,-1068.899949265,0.0089991
1011,11402.4888888587,1,99,1,87,5,1,27.5950685728557,42.1067609486431,0.922398589065256,0.0275950685728557,34,2,17,1,1,4,-1516.35162273118,0.165038
1012,11402.8888888587,1,90,1,86,4,0,27.5588047442205,42.0649387822849,0.922466960352423,0.0275588047442205,21,1,12,1,0,1,-1004.93171757315,0.0070013
1013,11412.5777777474,1,98,1,86,5,0,27.5741250825414,42.0733292840017,0.923348017621145,0.0275741250825414,27,1,13,1,0,2,-1197.85586193362,0.0090015
1014,11412.9777777474,1,89,1,86,4,0,27.5572694399548,42.0326565864325,0.924229074889868,0.0275572694399548,20,1,11,1,0,1,-942.010879594872,0.0080003
1015,11423.0666666361,1,89,1,88,3,1,27.5798463259294,42.0521574392264,0.92511013215859,0.0275798463259294,24,1,10,1,1,1,-970.616567375257,0.1525145
1016,11432.7111110804,1,97,1,89,5,2,27.5879298986489,42.0495738928943,0.925991189427313,0.0275879298986489,37,1,19,1,2,1,-1635.20320145805,0.0945114
1017,11433.1555555249,1,87,1,88,3,1,27.5703740069691,42.0079464036227,0.926056338028169,0.0275703740069691,23,1,9,1,1,1,-906.517521902717,0.148559
1018,11462.8888888578,1,91,1,91,4,2,27.6190262184279,42.1104905922944,0.92693661971831,0.0276190262184279,36,2,17,1,2,3,-1544.40844427253,0.1295293
1019,11463.3333333022,1,87,1,90,3,1,27.5832106642668,42.0693572721191,0.927000879507476,0.0275832106642668,22,1,8,1,1,1,-848.631340941751,0.1555264
1020,11473.422222191,1,86,1,91,3,2,27.5878903853349,42.0616193246636,0.927880386983289,0.0275878903853349,28,1,10,1,2,1,-1056.08354712892,0.1090272
1021,11483.0222221908,1,89,1,91,5,2,27.5868270758564,42.0451538817668,0.927943760984183,0.0275868270758564,37,3,17,1,2,3,-1576.50382557113,0.0985092
1022,11483.5111110797,1,85,1,89,3,1,27.5320531428006,42.0033064852767,0.930579964850615,0.0275320531428006,20,1,6,1,1,1,-720.794832916572,0.1505619
1023,11493.5999999684,1,85,1,89,2,1,27.526680156807,41.9803003414968,0.931458699472759,0.027526680156807,16,1,4,1,1,1,-540.44274055209,0.1712157
1024,11513.1999999682,1,97,1,91,5,3,27.5587855631735,42.0144675610344,0.932337434094903,0.0275587855631735,39,1,18,1,3,1,-1642.89436879414,0.1620382
1025,11513.7333333015,1,94,1,90,2,2,27.5411474779071,41.9728212840015,0.929947460595447,0.0275411474779071,20,1,5,1,2,1,-658.296167198045,0.1600289
1026,11523.8222221902,1,94,1,89,3,1,27.5497918294635,41.9712644912133,0.930823117338003,0.0275497918294635,20,1,4,1,1,1,-639.987755011065,0.3345568
1027,11533.3333333012,1,95,1,88,5,1,27.5607840879983,41.9733042074102,0.930883639545057,0.0275607840879983,29,1,12,1,1,1,-1179.72125712252,0.148515
1028,11533.911111079,1,93,1,88,3,1,27.544521448321,41.9338692110386,0.930944055944056,0.027544521448321,20,1,4,1,1,1,-639.825955841686,0.2585502
1029,11543.9999999677,1,93,1,89,2,2,27.5526289266235,41.9315695566925,0.931818181818182,0.0275526289266235,24,1,7,1,2,1,-832.450278129341,0.2050319
1030,11553.4666666342,1,93,1,89,5,3,27.5608573345253,41.9294750302686,0.931064572425829,0.0275608573345253,36,1,16,1,3,3,-1457.29157079831,0.2330256
1031,11554.0888888565,1,91,1,87,2,2,27.5444335779796,41.8899101520948,0.927826086956522,0.0275444335779796,23,1,6,1,2,1,-766.036413790538,0.2030356
1032,11564.1777777452,1,91,1,87,2,1,27.5478168801546,41.8805045672939,0.928695652173913,0.0275478168801546,21,1,6,1,1,3,-742.652932680222,0.1926337
1033,11574.2666666339,1,91,1,87,3,1,27.5618100368058,41.9297312933151,0.929565217391304,0.0275618100368058,27,1,8,1,1,1,-984.487040036555,0.1400592
1034,11583.6444444116,1,92,1,88,5,2,27.5964101041691,41.9677928737162,0.929626411815812,0.0275964101041691,34,2,14,1,2,4,-1354.39704636812,0.1285194
