decision,time,solved,pendingOrders,stationsWithCap,podsPa,podsPb,botsRa,lambda,mu,delta,epsilon,valuedLines,boundLines,valuedOrders,boundOrders,newTrips,boundUnits,objective,solveSec
642,7130.04444445466,1,70,1,88,7,0,27.1632612589687,42.6659777998604,0.907008086253369,0.0271632612589687,35,1,17,1,0,1,-1526.69871104868,0.0150026
643,7139.42222223249,1,63,1,87,3,0,27.1573843399713,42.6312962709567,0.908355795148248,0.0271573843399713,15,1,8,1,0,1,-686.246477400043,0.0090021
644,7149.466666677,1,63,1,87,3,0,27.1666041561853,42.6203937335563,0.909703504043127,0.0271666041561853,14,1,7,1,0,1,-623.721908552428,0.0094998
645,7159.5111111215,1,63,1,88,3,0,27.15407533055,42.5754569012552,0.911051212938005,0.02715407533055,14,1,6,1,0,1,-585.302587022925,0.0099995
646,7179.55555556606,1,64,1,89,2,1,27.1619786235664,42.5626429738565,0.911170928667564,0.0271619786235664,18,2,7,1,1,5,-711.700752254453,0.2905474
647,7199.60000001063,1,63,1,88,2,0,27.1368255763354,42.5423970291327,0.91006711409396,0.0271368255763354,11,1,2,1,0,1,-355.386121301254,0.0040144
648,7200.08888889952,1,70,1,88,6,0,27.1110771268066,42.4769644885797,0.911409395973154,0.0271110771268066,31,2,13,1,0,2,-1277.88961788557,0.0139999
649,7209.64444445513,1,61,1,89,2,2,27.0825987090432,42.4514230171019,0.914093959731544,0.0270825987090432,20,2,9,1,2,2,-793.716218615993,0.1315206
650,7219.68888889964,1,61,1,86,4,0,27.0717233508744,42.4533843456895,0.912985274431058,0.0270717233508744,18,1,8,1,0,2,-761.067895582837,0.0063772
651,7229.73333334414,1,61,1,87,4,1,27.0936513909638,42.4628215479125,0.914323962516734,0.0270936513909638,23,3,12,1,1,6,-1011.42635943642,0.0895101
652,7239.77777778864,1,61,1,86,4,0,27.0618571735398,42.4757305151029,0.914552736982643,0.0270618571735398,17,1,10,1,0,1,-815.173238661444,0.0079957
653,7240.1333333442,1,67,1,86,5,0,27.0350786147032,42.408822835019,0.91588785046729,0.0270350786147032,23,1,11,1,0,1,-1002.63239327244,0.0115097
654,7250.1777777887,1,67,1,87,5,1,27.0454861071422,42.4003427357133,0.917222963951936,0.0270454861071423,29,2,13,1,1,5,-1193.09536389536,0.1085247
655,7260.22222223321,1,67,1,86,6,0,27.0445602683669,42.4177161052968,0.917222963951936,0.0270445602683669,27,1,12,1,0,1,-1142.41404205716,0.0120019
656,7289.82222223338,1,65,1,88,4,0,27.1153905903771,42.5040286585493,0.918558077436582,0.0271153905903771,16,1,10,1,0,2,-794.661335405847,0.0069964
657,7299.86666667789,1,65,1,88,4,1,27.1156114020444,42.4796737213408,0.918558077436582,0.0271156114020444,21,1,14,1,1,4,-1054.10964163549,0.1630249
658,7300.26666667789,1,67,1,87,5,0,27.0892676624085,42.4138052983543,0.913678618857902,0.0270892676624085,23,1,11,1,0,1,-1001.57549528406,0.0150057
659,7349.91111112263,1,68,1,90,3,2,27.2164546843839,42.5883082901239,0.915006640106242,0.0272164546843839,25,2,17,1,2,2,-1242.34745398626,0.1400357
660,7359.95555556713,1,67,1,91,4,3,27.1899468104374,42.5657314284802,0.911492734478203,0.0271899468104374,37,2,21,1,3,3,-1656.41465748568,0.1025147
661,7370.31111112275,1,70,1,89,3,1,27.1733324336517,42.5585525515884,0.906824146981627,0.0271733324336517,20,2,13,1,1,3,-971.650026874894,0.1736569
662,7380.00000001169,1,65,1,88,6,0,27.161332853433,42.5585215410479,0.904575163398693,0.027161332853433,30,1,19,1,0,3,-1475.26875279564,0.0070028
663,7380.35555556725,1,70,1,88,4,0,27.1350474909134,42.4928804110487,0.904699738903394,0.0271350474909134,18,1,12,1,0,2,-909.892670404091,0.0089906
664,7390.40000001176,1,70,1,88,3,0,27.1550664002833,42.4998340804434,0.906005221932115,0.0271550664002833,11,1,6,1,0,1,-508.233733193478,0.0070013
665,7410.44444445632,1,72,1,90,3,2,27.1918336835656,42.5330266967975,0.907310704960836,0.0271918336835656,23,1,14,1,2,2,-1070.22967907029,0.1910427
666,7420.48888890082,1,65,1,89,3,1,27.2037873033505,42.5274396451112,0.90625,0.0272037873033505,20,1,12,1,1,2,-936.146261114837,0.0905114
667,7430.04444445643,1,73,1,89,5,1,27.2124704738234,42.5167982600495,0.90625,0.0272124704738234,30,1,18,1,1,3,-1407.01306897935,0.1370246
668,7440.08888890094,1,73,1,90,4,1,27.2202074097459,42.504740277048,0.906371911573472,0.0272202074097459,26,1,15,1,1,2,-1195.92161142835,0.1355246
669,7440.53333334539,1,71,1,90,4,1,27.1946079530593,42.4407188684753,0.906493506493506,0.0271946079530593,26,1,13,1,1,1,-1125.62274223888,0.1265256
670,7450.57777778989,1,71,1,91,4,2,27.1864919354841,42.4040880503148,0.907792207792208,0.0271864919354841,30,1,15,1,2,1,-1272.24605697719,0.1175204
671,7480.13333334562,1,75,1,92,4,3,27.1970296667726,42.3966255244979,0.907911802853437,0.0271970296667726,39,2,20,1,3,2,-1665.82327326917,0.1980403
672,7480.62222223451,1,70,1,91,3,2,27.1426529832808,42.3306265178126,0.908150064683053,0.0271426529832808,26,1,14,1,2,1,-1142.49376944791,0.2195816
673,7500.66666667907,1,71,1,89,4,1,27.1427915403902,42.3070741380729,0.909443725743855,0.0271427915403902,26,1,14,1,1,1,-1166.78478579239,0.210018
674,7510.17777779024,1,74,1,88,5,1,27.1365596790375,42.2736718750005,0.909560723514212,0.0271365596790375,32,1,16,1,1,2,-1389.37439283272,0.103515
675,7510.71111112358,1,69,1,87,4,1,27.1117735470945,42.2114664586589,0.909677419354839,0.0271117735470945,25,1,13,1,1,1,-1102.04740294974,0.20004
676,7520.75555556808,1,69,1,86,4,0,27.1278334893538,42.2129371586674,0.910967741935484,0.0271278334893538,23,1,12,1,0,1,-1036.04554974713,0.0090006
677,7540.22222223486,1,72,1,87,4,1,27.1514888541669,42.226265714101,0.912258064516129,0.0271514888541669,29,1,13,1,1,1,-1203.19653402554,0.1870366
678,7540.80000001264,1,69,1,86,4,0,27.1254050540511,42.1623143774925,0.911196911196911,0.0271254050540511,24,1,10,1,0,1,-983.559842408735,0.0110063
679,7550.26666667937,1,71,1,85,4,1,27.1364897635288,42.1562213070634,0.911311053984576,0.0271364897635288,28,1,14,1,1,1,-1212.45058705963,0.1405187
680,7550.84444445715,1,68,1,85,3,1,27.1120365139154,42.0950040610791,0.91025641025641,0.0271120365139154,24,2,12,1,1,3,-1044.82604405023,0.2240289
681,7570.88888890171,1,69,1,88,3,2,27.1489186206317,42.171040515819,0.90920716112532,0.0271489186206317,29,2,16,1,2,2,-1272.1241191512,0.17606
682,7580.93333334622,1,69,1,89,3,3,27.1510410115307,42.1930529299559,0.90828025477707,0.0271510410115307,34,3,17,1,3,3,-1416.38088679816,0.2120464
683,7590.31111112405,1,70,1,88,3,2,27.1072542984897,42.1854034537359,0.90851334180432,0.0271072542984897,29,1,16,1,2,3,-1282.82846883797,0.1455201
684,7590.97777779072,1,67,1,87,3,1,27.0833299084964,42.1249946730613,0.909783989834816,0.0270833299084964,21,2,10,1,1,3,-883.454334909756,0.1114774
685,7600.35555556855,1,69,1,89,4,3,27.0527686335359,42.0959364451181,0.912325285895807,0.0270527686335359,37,2,22,1,3,5,-1684.67804057982,0.1115135
686,7601.02222223522,1,66,1,87,3,2,27.0006668453144,42.0332466993774,0.91128010139417,0.0270006668453144,24,1,13,1,2,2,-1040.65557031969,0.1015144
687,7611.06666667973,1,66,1,87,3,2,27.0066303154166,42.0195044417507,0.91128010139417,0.0270066303154166,23,1,13,1,2,1,-1013.98490647327,0.0975129
688,7620.40000001312,1,70,1,87,5,1,27.018695919371,42.015311544343,0.911392405063291,0.027018695919371,30,1,16,1,1,3,-1325.61599453295,0.1430301
689,7640.44444445768,1,69,1,88,3,2,27.0921465776521,42.106572848931,0.912658227848101,0.0270921465776521,27,1,15,1,2,2,-1191.1302785068,0.124868
690,7650.48888890218,1,76,1,89,4,2,27.1060018294385,42.1052071100577,0.909205548549811,0.0271060018294385,31,1,18,1,2,3,-1407.43923957895,0.1055173
691,7660.53333334669,1,75,1,89,5,2,27.1043735021789,42.0798492727892,0.906918238993711,0.0271043735021789,35,1,21,1,2,1,-1611.24030645166,0.1280382
692,7661.11111112447,1,70,1,89,3,2,27.0791888701469,42.0180119094529,0.908176100628931,0.0270791888701469,27,3,14,1,2,7,-1142.7460693502,0.0985132
693,7671.15555556897,1,69,1,87,4,1,27.0308730024175,42.002449096321,0.907268170426065,0.0270308730024175,24,2,13,1,1,4,-1062.99565559986,0.0815173
694,7710.57777779143,1,75,1,87,4,1,27.1251622325708,42.167297652451,0.909774436090226,0.0271251622325708,23,1,14,1,1,1,-1088.9462096368,0.192127
695,7711.20000001365,1,70,1,87,4,1,27.1015579620317,42.1078669092383,0.909887359198999,0.0271015579620317,24,1,13,1,1,2,-1072.19001296758,0.1145108
696,7731.24444445822,1,71,1,87,5,1,27.141281310798,42.1468839690337,0.90875,0.027141281310798,31,1,16,1,1,2,-1370.79634168097,0.0930069
697,7740.62222223605,1,74,1,87,3,0,27.1434987597335,42.1276926451972,0.907615480649189,0.0271434987597335,13,1,7,1,0,1,-594.343127036356,0.0079977
698,7741.28888890272,1,70,1,87,6,0,27.1209121756266,42.0700896700232,0.908863920099875,0.0271209121756266,30,1,15,1,0,2,-1319.37639444242,0.008971
699,7770.66666668067,1,75,1,87,3,1,27.1651107900459,42.1161341722365,0.910112359550562,0.0271651107900459,20,1,12,1,1,2,-938.712890389967,0.2370343
700,7780.71111112517,1,75,1,86,3,0,27.1721503478207,42.1045933317582,0.907845579078456,0.0271721503478207,16,1,9,1,0,2,-745.1485878112,0.0079988
701,7791.33333334746,1,72,1,87,4,2,27.1832679037745,42.0994239049461,0.909090909090909,0.0271832679037745,34,1,19,1,2,2,-1537.73475935688,0.1455252
702,7800.75555556974,1,74,1,89,2,3,27.2116724798223,42.1210618924195,0.909203980099503,0.0272116724798223,28,2,16,1,3,5,-1255.39500601282,0.6152626
703,7830.80000001436,1,76,1,91,3,4,27.2620374839127,42.217445191829,0.904820766378245,0.0272620374839127,39,2,23,1,4,3,-1779.89470377953,0.2900412
704,7840.84444445886,1,75,1,90,4,3,27.2233053607962,42.1758074097111,0.901719901719902,0.0272233053607962,38,1,22,1,3,4,-1720.42252982707,0.2840813
705,7850.88888890337,1,74,1,90,4,2,27.2248284460073,42.1558819007475,0.901840490797546,0.0272248284460073,33,2,19,1,2,4,-1499.16235258905,0.6356616
706,7851.37777779226,1,73,1,89,3,1,27.1751196840055,42.0971720104907,0.901840490797546,0.0271751196840055,21,1,11,1,1,2,-923.128450071272,0.2136906
707,7861.42222223676,1,74,1,89,4,1,27.1849206476153,42.0901743162187,0.901960784313726,0.0271849206476153,26,1,14,1,1,1,-1155.82351490127,0.1662123
708,7870.93333334793,1,74,1,89,5,1,27.1768527396047,42.0555747884387,0.902080783353733,0.0271768527396047,33,1,16,1,1,3,-1394.87977729927,0.1562501
709,7881.46666668133,1,74,1,87,3,0,27.1825309875815,42.042314594126,0.902200488997555,0.0271825309875815,16,1,9,1,0,1,-740.558193633779,0.010004
710,7890.97777779249,1,73,1,88,6,1,27.1771314903423,42.0119858097747,0.903422982885086,0.0271771314903423,38,2,17,1,1,5,-1556.66365814454,0.1065278
711,7901.51111112589,1,73,1,87,3,0,27.1536243507319,41.9938621790492,0.902439024390244,0.0271536243507319,15,1,8,1,0,1,-677.51580400908,0.0080055
712,7921.55555557045,1,74,1,87,3,0,27.1724551725512,42.001081151672,0.903658536585366,0.0271724551725512,14,1,7,1,0,1,-616.138595947102,0.0080045
713,7931.60000001496,1,75,1,87,2,0,27.1732770936617,41.9805120342431,0.904878048780488,0.0271732770936617,10,1,4,1,0,1,-404.439211453411,0.0039969
714,7951.64444445952,1,76,1,88,1,2,27.2446709288657,42.0689771695721,0.90609756097561,0.0272446709288657,18,3,10,1,2,5,-770.30153993903,0.2645602
715,7971.02222223741,1,75,1,87,6,1,27.2347849728293,42.1119362355202,0.905224787363305,0.0272347849728293,39,2,17,1,1,4,-1575.80603183801,0.1755335
716,7971.68888890408,1,75,1,86,3,0,27.1849595437661,42.0529799394035,0.903147699757869,0.0271849595437661,15,2,9,1,0,3,-719.521308546976,0.005003
717,7981.73333334858,1,75,1,87,3,0,27.1722003260162,42.0512675616385,0.905569007263923,0.0271722003260162,14,1,8,1,0,2,-655.722016795475,0.0050079
718,7991.77777779309,1,75,1,87,3,0,27.1724397593879,42.0298848909831,0.905683192261185,0.0271724397593879,13,1,7,1,0,1,-592.939522794431,0.0050027
719,8001.82222223759,1,75,1,87,3,0,27.1890669919214,42.0339006488244,0.90689238210399,0.0271890669919214,13,1,7,1,0,1,-593.86219521681,0.0040003
720,8011.8666666821,1,75,1,89,3,0,27.1912435287099,42.0156241114176,0.90689238210399,0.0271912435287099,13,1,7,1,0,1,-593.770334893049,0.0039983
721,8031.06666668221,1,76,1,90,6,1,27.1916565099555,41.9946834891743,0.90689238210399,0.0271916565099555,39,2,19,1,1,3,-1677.3999526819,0.2330545
722,8061.91111112684,1,77,1,91,2,2,27.1644411308262,41.9706408750992,0.904933814681107,0.0271644411308262,24,1,14,1,2,2,-1045.32437959305,0.0995134
723,8091.11111112701,1,79,1,90,4,2,27.1960830570353,41.998015054696,0.902761104441777,0.0271960830570353,34,2,19,1,2,4,-1489.60421695941,0.1370299
724,8091.95555557146,1,78,1,89,3,1,27.1481953419965,41.9419945428526,0.899641577060932,0.0271481953419965,24,1,15,1,1,2,-1123.14699714625,0.1450232
725,8101.15555557151,1,78,1,88,4,1,27.1656767741856,41.9475790420492,0.899761336515513,0.0271656767741856,27,2,14,1,1,3,-1171.08259783502,0.1355123
726,8102.00000001596,1,76,1,87,3,0,27.1194163194809,41.8940116264813,0.898688915375447,0.0271194163194809,20,1,13,1,0,2,-983.930331128168,0.0099956
727,8112.04444446047,1,76,1,89,3,2,27.1402641752709,41.9048811941411,0.898809523809524,0.0271402641752709,30,2,18,1,2,3,-1355.59341937534,0.1710366
728,8121.20000001608,1,73,1,88,5,1,27.123261729547,41.8964503949199,0.896797153024911,0.027123261729547,30,2,18,1,1,2,-1390.00550598431,0.1075145
729,8132.08888890503,1,75,1,88,4,1,27.1372126525971,41.9357789768191,0.899169632265718,0.0271372126525971,26,2,18,1,1,3,-1298.9400387804,0.1795183
730,8142.13333334953,1,75,1,89,3,1,27.1299988741456,41.942354581294,0.898345153664303,0.0271299988741456,23,2,14,1,1,3,-1067.92114811172,0.1350958
731,8162.1777777941,1,76,1,91,4,2,27.1502636197579,41.9913689843602,0.899645808736718,0.0271502636197579,31,3,19,1,2,6,-1435.51490980863,0.1494872
732,8171.24444446082,1,74,1,89,4,0,27.092635362776,41.9586516148436,0.90318772136954,0.027092635362776,21,2,11,1,0,2,-940.088473433438,0.0070032
733,8181.28888890532,1,74,1,89,4,0,27.060949366187,41.9270503055515,0.90341578327444,0.027060949366187,19,1,10,1,0,2,-849.991350320529,0.0079987
734,8211.42222223843,1,75,1,91,3,2,27.1056083684971,41.9749706735012,0.904593639575972,0.0271056083684971,26,2,17,1,2,4,-1226.28873597368,0.2248225
735,8212.31111112731,1,76,1,90,5,1,27.0569751381218,41.9170827389447,0.901639344262295,0.0270569751381218,33,2,20,1,1,4,-1546.4916227632,0.1175232
736,8231.55555557147,1,75,1,89,3,1,27.0409033203126,41.9095481659546,0.902923976608187,0.0270409033203126,22,2,14,1,1,2,-1034.29780229643,0.1450304
737,8232.44444446035,1,76,1,88,5,0,26.9935717309435,41.8534753723022,0.904205607476635,0.0269935717309435,23,1,16,1,0,2,-1173.53349745574,0.007
738,8252.57777779339,1,73,1,88,4,1,27.0329299307281,41.8933615829891,0.905373831775701,0.0270329299307281,22,1,15,1,1,2,-1097.96155807221,0.1355228
739,8261.73333334881,1,71,1,87,4,1,27.0440817265296,41.8895563764118,0.906542056074766,0.0270440817265296,26,1,15,1,1,4,-1185.60177467285,0.2010756
740,8262.66666668213,1,69,1,87,3,1,27.0219133896401,41.834208689627,0.905594405594406,0.0270219133896401,16,1,9,1,1,1,-723.025150718737,0.1650697
741,8291.91111112615,1,74,1,89,3,3,27.0959007359165,41.9277445616586,0.905704307334109,0.0270959007359165,33,3,18,1,3,6,-1429.16460278941,0.203032
742,8292.84444445947,1,72,1,87,3,1,27.0244681306764,41.8726575414576,0.908139534883721,0.0270244681306764,16,1,9,1,1,2,-699.290719340839,0.1630282
743,8322.08888890349,1,79,1,88,5,1,27.1216993087879,42.0022931467547,0.908139534883721,0.0271216993087879,32,2,17,1,1,3,-1415.53876612592,0.1560598
744,8332.17777779223,1,78,1,87,4,1,27.1401157753451,42.1073728531448,0.907300115874855,0.0271401157753451,27,1,14,1,1,3,-1166.21120935431,0.1285006
745,8333.06666668111,1,77,1,86,3,0,27.1205742913376,42.055989147553,0.907407407407407,0.0271205742913376,11,1,5,1,0,1,-467.945448377549,0.0040028
746,8372.40000001387,1,80,1,90,5,2,27.2211811857229,42.1909165494607,0.908564814814815,0.0272211811857229,40,3,22,1,2,5,-1791.07906931948,0.1194815
747,8393.37777779134,1,81,1,89,3,1,27.1813612368025,42.1845564138579,0.908775981524249,0.0271813612368025,16,2,9,1,1,3,-731.144071572489,0.3095856
748,8412.62222223551,1,83,1,89,5,1,27.1838491550683,42.264776705984,0.91108545034642,0.0271838491550683,33,2,22,1,1,3,-1646.12840499922,0.1560383
749,8413.51111112438,1,89,1,89,3,0,27.1365695689867,42.208212695661,0.912341407151096,0.0271365695689867,11,1,7,1,0,1,-547.999880476999,0.0049996
750,8423.60000001312,1,89,1,90,3,1,27.137001647481,42.1877756704537,0.913494809688581,0.027137001647481,18,1,13,1,1,3,-924.287630253299,0.1185467
751,8443.73333334616,1,89,1,88,3,0,27.1637047315843,42.2082181213848,0.910344827586207,0.0271637047315843,16,2,12,1,0,3,-865.478215638186,0.0120024
752,8452.84444445714,1,83,1,88,5,1,27.151004573475,42.2054023607231,0.910344827586207,0.027151004573475,34,1,22,1,1,2,-1645.91520043287,0.1595731
753,8463.86666667921,1,89,1,88,3,2,27.1614468527663,42.2006301171292,0.90836197021764,0.0271614468527663,29,2,21,1,2,3,-1475.42944369844,0.1235184
754,8473.95555556795,1,89,1,88,3,2,27.1316748010144,42.1712382701004,0.906392694063927,0.0271316748010144,27,2,20,1,2,3,-1387.56512141579,0.1265217
755,8503.11111112308,1,85,1,88,5,1,27.1422258697467,42.2044624789663,0.908675799086758,0.0271422258697467,34,2,23,1,1,3,-1689.50564259224,0.146033
756,8524.22222223388,1,91,1,88,4,0,27.1388488030469,42.2159870269618,0.907639680729761,0.0271388488030469,18,1,14,1,0,1,-986.250772578277,0.0119999
757,8553.37777778901,1,86,1,89,5,2,27.198342532709,42.2875755605642,0.908779931584949,0.027198342532709,42,2,24,1,2,4,-1918.37766921101,0.1355142
758,8554.40000001122,1,92,1,88,3,1,27.1524749245574,42.2330046264237,0.903737259343148,0.0271524749245574,22,1,17,1,1,3,-1161.46034338109,0.2518009
759,8564.48888889996,1,92,1,87,4,0,27.142365096135,42.2548730859497,0.904869762174405,0.027142365096135,21,1,16,1,0,2,-1134.18498629998,0.0130072
760,8574.57777778871,1,92,1,87,3,0,27.1671144547326,42.2724809980279,0.906002265005662,0.0271671144547326,16,1,12,1,0,1,-859.957369859894,0.0115092
761,8593.60000001065,1,87,1,89,5,2,27.1986183269193,42.3006135857889,0.90713476783692,0.0271986183269193,43,1,28,1,2,3,-2086.89259195124,0.1235244
762,8604.75555556604,1,91,1,87,3,1,27.2109550990283,42.2989605470413,0.90304396843292,0.0272109550990283,25,1,18,1,1,3,-1290.69904185159,0.2328704
763,8634.93333334338,1,87,1,87,3,0,27.2922653753228,42.4045114922371,0.903153153153153,0.0272922653753228,20,1,13,1,0,2,-997.657395621799,0.0095053
764,8645.02222223212,1,87,1,88,3,2,27.2986125941782,42.393581318882,0.90326209223847,0.0272986125941782,33,2,20,1,2,4,-1522.04964492731,0.3201267
765,8653.91111112088,1,86,1,87,5,1,27.2762499727108,42.3756026361757,0.903370786516854,0.0272762499727108,38,1,25,1,1,2,-1882.14855416035,0.185025
766,8655.11111112087,1,85,1,87,3,1,27.2543759338329,42.3209239466377,0.90347923681257,0.0272543759338329,22,1,16,1,1,1,-1148.24271342262,0.2240415
767,8674.04444445392,1,87,1,89,4,2,27.3035402875844,42.3765906107304,0.904601571268238,0.0273035402875844,38,1,25,1,2,1,-1850.57830675096,0.2745641
768,8685.28888889821,1,87,1,90,3,3,27.3051211739556,42.3584232712252,0.903695408734602,0.0273051211739556,36,1,22,1,3,1,-1660.19515722126,0.2435605
769,8694.17777778696,1,87,1,89,3,2,27.3033210658345,42.3350674996205,0.90481522956327,0.0273033210658345,32,1,22,1,2,1,-1600.91766432838,0.2310469
770,8704.26666667571,1,87,1,91,2,3,27.3193500213278,42.3394019430128,0.905935050391937,0.0273193500213278,35,2,21,1,3,3,-1607.93039705403,0.4856501
771,8705.42222223125,1,86,1,88,3,1,27.2743238930387,42.2863495780354,0.904921700223714,0.0272743238930387,24,1,15,1,1,1,-1157.97557642875,0.161514
772,8724.40000000875,1,93,1,89,4,3,27.3546975193478,42.390476836105,0.906040268456376,0.0273546975193478,45,2,28,1,3,3,-2110.91554111781,0.1310305
773,8735.60000000858,1,92,1,89,3,3,27.3602377435861,42.4158033497714,0.906145251396648,0.0273602377435861,36,1,23,1,3,2,-1714.13032773456,0.1325196
774,8744.53333334179,1,85,1,88,4,2,27.370366150867,42.4110693952376,0.90625,0.027370366150867,38,1,23,1,2,2,-1773.16946234222,0.1422683
775,8754.62222223053,1,84,1,87,4,1,27.3816153024729,42.4081115050495,0.907366071428571,0.0273816153024729,31,1,20,1,1,1,-1520.28551874181,0.2020369
776,8755.73333334162,1,90,1,87,4,1,27.3619601463352,42.3573510249087,0.908482142857143,0.0273619601463352,31,2,20,1,1,3,-1525.1781140793,0.1940262
777,8784.80000000787,1,86,1,89,4,1,27.4238761960329,42.5274182958778,0.909698996655518,0.0274238761960329,31,1,21,1,1,1,-1560.14589324839,0.1355231
778,8785.91111111896,1,90,1,89,4,1,27.405544718105,42.4785943130628,0.90677025527192,0.027405544718105,31,1,21,1,1,1,-1559.79404414992,0.2070341
779,8794.88888889661,1,85,1,90,4,2,27.4085324988173,42.4628816580867,0.90788013318535,0.0274085324988173,34,1,24,1,2,1,-1730.73742622804,0.1940319
780,8796.00000000771,1,89,1,90,4,2,27.3862654455298,42.408111855679,0.908990011098779,0.0273862654455298,36,3,26,1,2,5,-1854.91436831124,0.1950355
781,8815.02222222965,1,85,1,88,3,0,27.35032891469,42.4058935527898,0.908185840707965,0.02735032891469,19,1,14,1,0,3,-1017.60515685048,0.0115076
782,8816.13333334075,1,89,1,88,5,0,27.3313266552366,42.3562091847954,0.907182320441989,0.0273313266552366,30,2,22,1,0,5,-1598.32230333367,0.0085112
783,8826.22222222949,1,89,1,91,5,2,27.3246320813958,42.3623490657881,0.908388520971302,0.0273246320813958,42,4,31,1,2,8,-2207.53614348542,0.1205081
784,8855.24444445129,1,85,1,89,3,0,27.3022598071722,42.417317850553,0.909592061742007,0.0273022598071722,20,1,15,1,0,1,-1081.74571525525,0.0059989
785,8866.44444445112,1,90,1,90,6,1,27.2973306160867,42.3894290691574,0.908690869086909,0.0272973306160867,41,1,33,1,1,3,-2272.56644343889,0.1184855
786,8885.42222222863,1,86,1,91,2,1,27.3146202686861,42.3960884116907,0.908690869086909,0.0273146202686861,21,1,14,1,1,1,-1044.97314343643,0.1274956
787,8895.51111111737,1,92,1,91,3,1,27.3010234489548,42.3548588086588,0.906798245614035,0.0273010234489548,27,1,18,1,1,3,-1323.33160790511,0.1350285
788,8896.62222222846,1,90,1,90,6,0,27.2789221017379,42.3005152057616,0.907894736842105,0.0272789221017379,38,1,28,1,0,3,-2022.93690504842,0.0085139
789,8905.60000000611,1,91,1,90,4,0,27.2741398328457,42.2731008860617,0.908991228070175,0.0272741398328457,26,1,18,1,0,2,-1342.64055963782,0.0095129
790,8906.71111111721,1,89,1,90,6,0,27.251417368728,42.2179537693726,0.908991228070175,0.027251417368728,37,1,27,1,0,2,-1959.06014096557,0.0109996
791,8915.68888889485,1,89,1,90,3,0,27.240651533019,42.1814072875168,0.910087719298246,0.027240651533019,20,1,14,1,0,1,-1039.53971537998,0.0070036
792,8935.82222222789,1,90,1,89,3,1,27.2741135601468,42.2133826587418,0.911184210526316,0.0272741135601468,27,2,17,1,1,5,-1310.61820517434,0.1315537
793,8945.91111111663,1,89,1,89,3,1,27.2744956383531,42.2303117897149,0.911281489594743,0.0272744956383531,25,1,16,1,1,1,-1207.30143574876,0.1634048
794,8956.00000000538,1,89,1,87,4,1,27.2897010162764,42.2340610966182,0.912376779846659,0.0272897010162764,29,1,19,1,1,1,-1428.30953876498,0.1440382
795,8986.17777778272,1,91,1,89,4,1,27.3740494927569,42.3447978282938,0.913472070098576,0.0273740494927569,28,1,18,1,1,1,-1373.46625432503,0.1850452
796,8997.15555556033,1,91,1,90,4,2,27.3721019749664,42.3220362990246,0.914567360350493,0.0273721019749664,37,3,23,1,2,4,-1765.23105284691,0.1970686
797,9006.31111111576,1,84,1,89,3,2,27.334385106383,42.3160770750988,0.90968443960827,0.027334385106383,30,2,18,1,2,3,-1373.7081714024,0.1720248
798,9017.28888889337,1,81,1,89,4,1,27.32330314765,42.3151681641896,0.910772578890098,0.02732330314765,28,2,18,1,1,3,-1364.23335362618,0.2635781
799,9026.4444444488,1,85,1,88,5,0,27.3061116346769,42.3047379990592,0.91195652173913,0.0273061116346769,28,1,18,1,0,2,-1397.8804889667,0.0110006
800,9036.53333333754,1,85,1,88,4,0,27.3408394996336,42.3388328209549,0.91195652173913,0.0273408394996336,21,1,14,1,0,1,-1070.32542227097,0.0069995
801,9076.75555555918,1,93,1,90,4,2,27.4640135478411,42.5098296199217,0.91304347826087,0.0274640135478411,31,1,20,1,2,2,-1515.75705612915,0.1385164
802,9086.84444444792,1,93,1,89,4,1,27.4683192296746,42.4967975516694,0.909189189189189,0.0274683192296746,28,2,17,1,1,3,-1344.0392746242,0.1470632
803,9096.93333333666,1,93,1,90,4,3,27.4505202109663,42.4855110193256,0.909189189189189,0.0274505202109663,34,1,24,1,3,1,-1716.99756506052,0.2110735
804,9107.0222222254,1,93,1,90,4,3,27.4582481670315,42.4778382218438,0.908306364617044,0.0274582481670315,35,1,24,1,3,2,-1713.37454498878,0.2020408
805,9107.7333333365,1,89,1,89,3,2,27.4355006031012,42.4230817669857,0.907427341227126,0.0274355006031012,31,1,21,1,2,2,-1534.70244028605,0.131529
806,9127.86666666954,1,90,1,89,4,1,27.4859180408646,42.4814905136801,0.908503767491927,0.0274859180408646,32,1,21,1,1,2,-1599.01712688374,0.1235163
807,9148.00000000258,1,91,1,89,3,2,27.5270954432444,42.5256038837117,0.907626208378088,0.0275270954432444,33,1,22,1,2,2,-1631.15018284308,0.1085144
808,9167.33333333563,1,89,1,91,3,2,27.5567135470206,42.5518602693605,0.907626208378088,0.0275567135470207,30,1,22,1,2,1,-1528.50565356918,0.1521542
809,9177.42222222438,1,89,1,91,3,2,27.5649824865132,42.5451740064211,0.908700322234157,0.0275649824865132,30,1,22,1,2,3,-1526.47087692073,0.1385158
810,9178.17777777992,1,89,1,92,4,3,27.5439756507137,42.4933613989638,0.908700322234157,0.0275439756507137,42,2,25,1,3,2,-1948.53473133345,0.2985539
811,9187.51111111312,1,88,1,91,3,2,27.519984862185,42.5276450007599,0.908700322234157,0.027519984862185,29,1,21,1,2,1,-1461.18057930892,0.1655265
812,9197.60000000186,1,88,1,91,2,2,27.5116975857944,42.4954293886656,0.909774436090226,0.0275116975857944,24,1,15,1,2,1,-1122.96931360186,0.2085536
